review_id,order_id,review_score
rev_005748,order_010882,5
rev_005749,order_016319,5
rev_005750,order_002924,5
rev_005751,order_006182,1
rev_005752,order_002519,5
rev_005753,order_020979,5
rev_005754,order_017386,5
rev_005755,order_017478,4
rev_005756,order_007363,5
rev_005757,order_005150,5
rev_005758,order_011931,5
rev_005759,order_014224,3
rev_005760,order_005010,5
rev_005761,order_018897,4
rev_005762,order_016365,5
rev_005763,order_016891,5
rev_005764,order_022101,5
rev_005765,order_017430,5
rev_005766,order_008290,4
rev_005767,order_023544,5
rev_005768,order_020430,5
rev_005769,order_004929,5
rev_005770,order_018425,2
rev_005771,order_026169,1
rev_005772,order_002089,5
rev_005773,order_026432,4
rev_005774,order_022284,5
rev_005775,order_007501,5
rev_005776,order_018612,4
rev_005777,order_006786,5
rev_005778,order_000927,5
rev_005779,order_002860,5
rev_005780,order_025480,4
rev_005781,order_018759,5
rev_005782,order_028530,4
rev_005783,order_025681,4
rev_005784,order_024628,5
rev_005785,order_016238,5
rev_005786,order_018256,4
rev_005787,order_007236,2
rev_005788,order_016539,5
rev_005789,order_028126,5
rev_005790,order_005433,4
rev_005791,order_009363,4
rev_005792,order_007237,5
rev_005793,order_022924,5
rev_005794,order_006250,5
rev_005795,order_024518,5
rev_005796,order_022684,3
rev_005797,order_012523,5
rev_005798,order_008878,5
rev_005799,order_022766,3
rev_005800,order_010380,4
rev_005801,order_004282,5
rev_005802,order_019692,5
rev_005803,order_028568,5
rev_005804,order_004251,5
rev_005805,order_028058,4
rev_005806,order_025024,5
rev_005807,order_001134,2
rev_005808,order_014786,5
rev_005809,order_019498,5
rev_005810,order_004107,5
rev_005811,order_020785,2
rev_005812,order_008354,5
rev_005813,order_025640,3
rev_005814,order_027770,3
rev_005815,order_016190,5
rev_005816,order_021330,5
rev_005817,order_013833,5
rev_005818,order_002342,5
rev_005819,order_028941,5
rev_005820,order_006460,5
rev_005821,order_024791,5
rev_005822,order_003944,5
rev_005823,order_010128,4
rev_005824,order_010314,5
rev_005825,order_024079,2
rev_005826,order_022288,4
rev_005827,order_011339,4
rev_005828,order_009257,4
rev_005829,order_025642,5
rev_005830,order_015284,3
rev_005831,order_013195,5
rev_005832,order_015089,5
rev_005833,order_000819,5
rev_005834,order_009615,5
rev_005835,order_009280,5
rev_005836,order_003740,3
rev_005837,order_011613,4
rev_005838,order_017867,4
rev_005839,order_022731,3
rev_005840,order_002366,1
rev_005841,order_024688,4
rev_005842,order_009449,3
rev_005843,order_021581,4
rev_005844,order_016865,3
rev_005845,order_025238,5
rev_005846,order_024160,5
rev_005847,order_022367,4
rev_005848,order_026133,5
rev_005849,order_022901,4
rev_005850,order_024250,4
rev_005851,order_003050,4
rev_005852,order_001712,4
rev_005853,order_022445,4
rev_005854,order_017488,5
rev_005855,order_005944,4
rev_005856,order_011758,5
rev_005857,order_020101,4
rev_005858,order_008759,3
rev_005859,order_023382,4
rev_005860,order_019083,4
rev_005861,order_012211,4
rev_005862,order_009728,1
rev_005863,order_005940,1
rev_005864,order_026020,5
rev_005865,order_017136,4
rev_005866,order_008848,1
rev_005867,order_010031,1
rev_005868,order_008376,2
rev_005869,order_009291,5
rev_005870,order_012592,4
rev_005871,order_015102,3
rev_005872,order_009909,3
rev_005873,order_028113,5
rev_005874,order_028352,5
rev_005875,order_011214,5
rev_005876,order_016478,3
rev_005877,order_012882,5
rev_005878,order_003994,2
rev_005879,order_009672,2
rev_005880,order_024557,5
rev_005881,order_001929,5
rev_005882,order_013333,5
rev_005883,order_007935,5
rev_005884,order_016227,5
rev_005885,order_006350,5
rev_005886,order_012852,5
rev_005887,order_025083,4
rev_005888,order_004655,4
rev_005889,order_002474,1
rev_005890,order_013113,5
rev_005891,order_028531,5
rev_005892,order_021743,2
rev_005893,order_008636,5
rev_005894,order_028151,5
rev_005895,order_008687,5
rev_005896,order_015108,4
rev_005897,order_024668,1
rev_005898,order_004191,3
rev_005899,order_018543,4
rev_005900,order_012467,5
rev_005901,order_014557,3
rev_005902,order_021887,5
rev_005903,order_005334,5
rev_005904,order_000925,5
rev_005905,order_016339,4
rev_005906,order_016740,3
rev_005907,order_019962,5
rev_005908,order_017682,3
rev_005909,order_019406,3
rev_005910,order_020185,1
rev_005911,order_025929,3
rev_005912,order_019221,5
rev_005913,order_011096,4
rev_005914,order_016839,4
rev_005915,order_014055,5
rev_005916,order_018685,5
rev_005917,order_025457,4
rev_005918,order_020481,1
rev_005919,order_014566,1
rev_005920,order_005929,5
rev_005921,order_021443,5
rev_005922,order_013850,4
rev_005923,order_026042,3
rev_005924,order_000068,4
rev_005925,order_003452,5
rev_005926,order_015301,5
rev_005927,order_015936,5
rev_005928,order_004961,5
rev_005929,order_020957,5
rev_005930,order_003402,5
rev_005931,order_024241,1
rev_005932,order_016294,1
rev_005933,order_024821,5
rev_005934,order_021726,3
rev_005935,order_024377,4
rev_005936,order_027327,5
rev_005937,order_014070,1
rev_005938,order_017946,5
rev_005939,order_004390,5
rev_005940,order_019789,5
rev_005941,order_007345,5
rev_005942,order_018060,4
rev_005943,order_027870,4
rev_005944,order_005872,5
rev_005945,order_017101,4
rev_005946,order_017344,5
rev_005947,order_026604,4
rev_005948,order_025675,5
rev_005949,order_024337,1
rev_005950,order_001977,5
rev_005951,order_004126,5
rev_005952,order_024981,4
rev_005953,order_010763,4
rev_005954,order_008772,3
rev_005955,order_023741,5
rev_005956,order_006701,5
rev_005957,order_009530,1
rev_005958,order_002269,5
rev_005959,order_017091,5
rev_005960,order_006757,4
rev_005961,order_004213,5
rev_005962,order_018936,5
rev_005963,order_021023,4
rev_005964,order_015044,5
rev_005965,order_021230,4
rev_005966,order_016810,5
rev_005967,order_014182,5
rev_005968,order_016922,1
rev_005969,order_019453,5
rev_005970,order_023133,5
rev_005971,order_019259,5
rev_005972,order_005891,4
rev_005973,order_007009,5
rev_005974,order_017457,5
rev_005975,order_012181,5
rev_005976,order_003033,5
rev_005977,order_001817,5
rev_005978,order_015168,5
rev_005979,order_004310,4
rev_005980,order_009660,5
rev_005981,order_004429,5
rev_005982,order_002160,5
rev_005983,order_007796,4
rev_005984,order_027415,5
rev_005985,order_026255,4
rev_005986,order_023329,4
rev_005987,order_011526,5
rev_005988,order_017961,4
rev_005989,order_011111,5
rev_005990,order_009997,5
rev_005991,order_021053,4
rev_005992,order_021565,4
rev_005993,order_016349,3
rev_005994,order_002892,5
rev_005995,order_024970,3
rev_005996,order_007228,3
rev_005997,order_007474,3
rev_005998,order_014880,4
rev_005999,order_010494,3
rev_006000,order_018083,4
rev_006001,order_005980,1
rev_006002,order_007536,4
rev_006003,order_025783,5
rev_006004,order_028000,4
rev_006005,order_012287,1
rev_006006,order_002001,5
rev_006007,order_022880,5
rev_006008,order_021281,5
rev_006009,order_024205,3
rev_006010,order_018854,5
rev_006011,order_027967,3
rev_006012,order_002758,5
rev_006013,order_026588,3
rev_006014,order_014580,4
rev_006015,order_000823,5
rev_006016,order_008140,5
rev_006017,order_020788,5
rev_006018,order_024391,3
rev_006019,order_007724,5
rev_006020,order_020630,5
rev_006021,order_023468,5
rev_006022,order_016524,4
rev_006023,order_007375,3
rev_006024,order_017948,5
rev_006025,order_013995,4
rev_006026,order_015993,5
rev_006027,order_004425,5
rev_006028,order_004475,5
rev_006029,order_022474,4
rev_006030,order_011186,5
rev_006031,order_017721,5
rev_006032,order_009023,5
rev_006033,order_014805,2
rev_006034,order_012281,5
rev_006035,order_000554,2
rev_006036,order_016139,5
rev_006037,order_028380,4
rev_006038,order_022086,5
rev_006039,order_027388,1
rev_006040,order_022010,2
rev_006041,order_000065,1
rev_006042,order_018774,4
rev_006043,order_012472,4
rev_006044,order_019308,3
rev_006045,order_011438,4
rev_006046,order_027260,5
rev_006047,order_010831,4
rev_006048,order_024254,2
rev_006049,order_024799,4
rev_006050,order_010986,5
rev_006051,order_002065,3
rev_006052,order_012382,3
rev_006053,order_002643,4
rev_006054,order_013963,1
rev_006055,order_026433,5
rev_006056,order_008447,2
rev_006057,order_012422,5
rev_006058,order_003421,5
rev_006059,order_019502,4
rev_006060,order_011954,4
rev_006061,order_011382,4
rev_006062,order_002063,5
rev_006063,order_010400,4
rev_006064,order_028028,5
rev_006065,order_023039,4
rev_006066,order_013868,4
rev_006067,order_006047,1
rev_006068,order_003724,5
rev_006069,order_025274,3
rev_006070,order_009764,1
rev_006071,order_005363,5
rev_006072,order_017088,5
rev_006073,order_016454,2
rev_006074,order_015479,5
rev_006075,order_018013,3
rev_006076,order_008577,2
rev_006077,order_018601,5
rev_006078,order_004058,5
rev_006079,order_021931,5
rev_006080,order_028710,5
rev_006081,order_008256,5
rev_006082,order_010071,5
rev_006083,order_015189,4
rev_006084,order_019883,5
rev_006085,order_001223,5
rev_006086,order_023562,5
rev_006087,order_025251,2
rev_006088,order_007864,5
rev_006089,order_000622,2
rev_006090,order_024714,5
rev_006091,order_022300,4
rev_006092,order_008530,2
rev_006093,order_017553,2
rev_006094,order_026685,5
rev_006095,order_007555,5
rev_006096,order_020207,5
rev_006097,order_008966,4
rev_006098,order_026191,5
rev_006099,order_018754,4
rev_006100,order_003038,2
rev_006101,order_014603,5
rev_006102,order_003718,1
rev_006103,order_008556,1
rev_006104,order_028271,5
rev_006105,order_025369,5
rev_006106,order_020231,5
rev_006107,order_022400,5
rev_006108,order_023519,5
rev_006109,order_024352,5
rev_006110,order_024533,4
rev_006111,order_029114,5
rev_006112,order_003672,3
rev_006113,order_000239,1
rev_006114,order_018806,5
rev_006115,order_028741,4
rev_006116,order_019334,5
rev_006117,order_006236,5
rev_006118,order_029305,5
rev_006119,order_015666,5
rev_006120,order_015912,5
rev_006121,order_020587,5
rev_006122,order_009004,5
rev_006123,order_001441,1
rev_006124,order_029284,3
rev_006125,order_020193,2
rev_006126,order_028388,5
rev_006127,order_006241,2
rev_006128,order_006697,5
rev_006129,order_015796,2
rev_006130,order_024600,5
rev_006131,order_028620,1
rev_006132,order_023721,5
rev_006133,order_011978,4
rev_006134,order_027367,3
rev_006135,order_018878,4
rev_006136,order_023981,5
rev_006137,order_022550,5
rev_006138,order_024167,5
rev_006139,order_004647,1
rev_006140,order_002300,5
rev_006141,order_016014,4
rev_006142,order_024284,5
rev_006143,order_002867,5
rev_006144,order_010461,1
rev_006145,order_005878,5
rev_006146,order_028864,2
rev_006147,order_011371,4
rev_006148,order_010174,4
rev_006149,order_024327,5
rev_006150,order_011746,5
rev_006151,order_025508,2
rev_006152,order_026124,5
rev_006153,order_010829,5
rev_006154,order_025620,5
rev_006155,order_010397,5
rev_006156,order_024604,5
rev_006157,order_005897,5
rev_006158,order_002950,4
rev_006159,order_008373,5
rev_006160,order_011743,5
rev_006161,order_022674,3
rev_006162,order_021839,5
rev_006163,order_002457,5
rev_006164,order_008186,5
rev_006165,order_022041,4
rev_006166,order_012476,5
rev_006167,order_000133,1
rev_006168,order_015649,5
rev_006169,order_004621,5
rev_006170,order_010061,5
rev_006171,order_015415,5
rev_006172,order_025229,4
rev_006173,order_024920,3
rev_006174,order_004747,5
rev_006175,order_008226,5
rev_006176,order_000890,4
rev_006177,order_026890,5
rev_006178,order_005988,5
rev_006179,order_023633,2
rev_006180,order_024522,1
rev_006181,order_000310,5
rev_006182,order_009182,1
rev_006183,order_006893,5
rev_006184,order_016184,5
rev_006185,order_010437,5
rev_006186,order_010925,4
rev_006187,order_006405,5
rev_006188,order_014554,4
rev_006189,order_016241,1
rev_006190,order_010194,5
rev_006191,order_019127,5
rev_006192,order_002910,4
rev_006193,order_005266,5
rev_006194,order_011419,1
rev_006195,order_026592,4
rev_006196,order_027428,5
rev_006197,order_008610,5
rev_006198,order_004757,5
rev_006199,order_018274,3
rev_006200,order_012404,4
rev_006201,order_001912,5
rev_006202,order_005771,5
rev_006203,order_022842,4
rev_006204,order_017944,1
rev_006205,order_021863,2
rev_006206,order_021055,5
rev_006207,order_005480,5
rev_006208,order_023643,5
rev_006209,order_027819,3
rev_006210,order_024428,5
rev_006211,order_020774,1
rev_006212,order_001381,4
rev_006213,order_012999,5
rev_006214,order_021193,5
rev_006215,order_004124,1
rev_006216,order_028296,3
rev_006217,order_005238,5
rev_006218,order_010505,5
rev_006219,order_001391,4
rev_006220,order_027234,1
rev_006221,order_002133,4
rev_006222,order_010100,5
rev_006223,order_008017,3
rev_006224,order_025354,5
rev_006225,order_005735,5
rev_006226,order_014696,1
rev_006227,order_010415,5
rev_006228,order_028652,2
rev_006229,order_000431,5
rev_006230,order_006879,4
rev_006231,order_006720,2
rev_006232,order_005910,3
rev_006233,order_020067,3
rev_006234,order_025566,4
rev_006235,order_002022,5
rev_006236,order_014151,5
rev_006237,order_004497,1
rev_006238,order_008252,3
rev_006239,order_027376,1
rev_006240,order_019193,2
rev_006241,order_007447,5
rev_006242,order_013348,5
rev_006243,order_024051,5
rev_006244,order_007174,2
rev_006245,order_021611,3
rev_006246,order_017258,5
rev_006247,order_024070,5
rev_006248,order_013664,3
rev_006249,order_000430,1
rev_006250,order_013570,1
rev_006251,order_012918,5
rev_006252,order_016582,5
rev_006253,order_010727,4
rev_006254,order_016474,1
rev_006255,order_017519,3
rev_006256,order_001259,5
rev_006257,order_008709,1
rev_006258,order_010014,5
rev_006259,order_017692,1
rev_006260,order_026377,5
rev_006261,order_016872,5
rev_006262,order_019352,5
rev_006263,order_015630,5
rev_006264,order_022007,5
rev_006265,order_022209,5
rev_006266,order_006545,3
rev_006267,order_010090,3
rev_006268,order_000283,5
rev_006269,order_018795,5
rev_006270,order_028078,3
rev_006271,order_022269,3
rev_006272,order_021869,5
rev_006273,order_014737,3
rev_006274,order_007718,4
rev_006275,order_018927,5
rev_006276,order_015616,1
rev_006277,order_021242,5
rev_006278,order_028332,4
rev_006279,order_027021,4
rev_006280,order_023706,4
rev_006281,order_009644,5
rev_006282,order_029140,3
rev_006283,order_027594,4
rev_006284,order_011913,3
rev_006285,order_006880,5
rev_006286,order_023969,5
rev_006287,order_018417,1
rev_006288,order_015735,5
rev_006289,order_020771,5
rev_006290,order_025239,5
rev_006291,order_026572,5
rev_006292,order_011017,5
rev_006293,order_013787,5
rev_006294,order_001598,4
rev_006295,order_009233,4
rev_006296,order_013655,4
rev_006297,order_021902,5
rev_006298,order_026018,3
rev_006299,order_019189,4
rev_006300,order_010614,5
rev_006301,order_017826,1
rev_006302,order_008725,5
rev_006303,order_017864,5
rev_006304,order_028751,5
rev_006305,order_017033,5
rev_006306,order_009548,5
rev_006307,order_027439,5
rev_006308,order_028304,5
rev_006309,order_023859,5
rev_006310,order_007519,5
rev_006311,order_022341,5
rev_006312,order_026727,3
rev_006313,order_017254,5
rev_006314,order_020281,5
rev_006315,order_002415,5
rev_006316,order_009077,3
rev_006317,order_006609,5
rev_006318,order_009546,4
rev_006319,order_025841,1
rev_006320,order_022539,5
rev_006321,order_026728,1
rev_006322,order_012025,1
rev_006323,order_005068,3
rev_006324,order_009628,1
rev_006325,order_009076,5
rev_006326,order_011986,5
rev_006327,order_008435,5
rev_006328,order_011920,5
rev_006329,order_003331,4
rev_006330,order_007580,1
rev_006331,order_026580,4
rev_006332,order_021160,5
rev_006333,order_000634,5
rev_006334,order_018979,5
rev_006335,order_016017,4
rev_006336,order_018247,1
rev_006337,order_023989,5
rev_006338,order_015063,5
rev_006339,order_023550,4
rev_006340,order_024502,3
rev_006341,order_027752,4
rev_006342,order_017989,2
rev_006343,order_003022,5
rev_006344,order_012758,4
rev_006345,order_007274,5
rev_006346,order_010428,4
rev_006347,order_000598,5
rev_006348,order_000250,1
rev_006349,order_012199,4
rev_006350,order_001470,3
rev_006351,order_010538,3
rev_006352,order_012694,5
rev_006353,order_023499,5
rev_006354,order_023685,5
rev_006355,order_011508,1
rev_006356,order_027949,1
rev_006357,order_005714,5
rev_006358,order_007615,5
rev_006359,order_004512,5
rev_006360,order_008038,1
rev_006361,order_001253,5
rev_006362,order_005122,4
rev_006363,order_011181,1
rev_006364,order_011318,5
rev_006365,order_028396,3
rev_006366,order_015751,5
rev_006367,order_027395,5
rev_006368,order_007167,5
rev_006369,order_019976,3
rev_006370,order_005075,5
rev_006371,order_001269,5
rev_006372,order_019732,2
rev_006373,order_003635,4
rev_006374,order_003798,3
rev_006375,order_016243,4
rev_006376,order_024836,5
rev_006377,order_027204,1
rev_006378,order_023448,5
rev_006379,order_004526,5
rev_006380,order_008834,5
rev_006381,order_005643,5
rev_006382,order_007306,5
rev_006383,order_025258,5
rev_006384,order_002787,4
rev_006385,order_023131,4
rev_006386,order_019068,5
rev_006387,order_001684,5
rev_006388,order_008812,5
rev_006389,order_019837,5
rev_006390,order_025289,5
rev_006391,order_020868,5
rev_006392,order_020260,4
rev_006393,order_023484,4
rev_006394,order_022385,5
rev_006395,order_010195,5
rev_006396,order_005405,5
rev_006397,order_012887,5
rev_006398,order_023416,5
rev_006399,order_007125,5
rev_006400,order_026823,2
rev_006401,order_009790,5
rev_006402,order_006658,5
rev_006403,order_001064,4
rev_006404,order_023625,5
rev_006405,order_026794,5
rev_006406,order_005694,4
rev_006407,order_002589,1
rev_006408,order_027738,4
rev_006409,order_010627,4
rev_006410,order_029173,3
rev_006411,order_022975,5
rev_006412,order_025376,1
rev_006413,order_024395,5
rev_006414,order_027210,4
rev_006415,order_023466,1
rev_006416,order_009334,3
rev_006417,order_001472,2
rev_006418,order_018810,4
rev_006419,order_026710,5
rev_006420,order_009345,3
rev_006421,order_029289,3
rev_006422,order_002792,4
rev_006423,order_013784,5
rev_006424,order_028810,4
rev_006425,order_010746,4
rev_006426,order_013990,5
rev_006427,order_003375,5
rev_006428,order_027102,5
rev_006429,order_011412,5
rev_006430,order_005228,4
rev_006431,order_027718,3
rev_006432,order_028920,5
rev_006433,order_024251,5
rev_006434,order_021671,4
rev_006435,order_009231,4
rev_006436,order_002830,5
rev_006437,order_003107,5
rev_006438,order_008826,2
rev_006439,order_021360,5
rev_006440,order_015197,4
rev_006441,order_026397,4
rev_006442,order_007768,5
rev_006443,order_008083,5
rev_006444,order_014562,5
rev_006445,order_006446,5
rev_006446,order_017045,5
rev_006447,order_027417,5
rev_006448,order_025307,3
rev_006449,order_018696,1
rev_006450,order_012216,2
rev_006451,order_007011,1
rev_006452,order_021500,4
rev_006453,order_025766,4
rev_006454,order_005858,5
rev_006455,order_022799,3
rev_006456,order_006445,3
rev_006457,order_009295,4
rev_006458,order_029126,5
rev_006459,order_024598,4
rev_006460,order_019428,5
rev_006461,order_025934,5
rev_006462,order_013311,5
rev_006463,order_004840,5
rev_006464,order_008203,5
rev_006465,order_008635,5
rev_006466,order_018066,5
rev_006467,order_018580,2
rev_006468,order_026376,5
rev_006469,order_014995,5
rev_006470,order_011964,1
rev_006471,order_021085,5
rev_006472,order_025481,5
rev_006473,order_000508,5
rev_006474,order_015080,4
rev_006475,order_014532,5
rev_006476,order_022573,5
rev_006477,order_003464,4
rev_006478,order_013457,3
rev_006479,order_026425,5
rev_006480,order_026667,4
rev_006481,order_020032,5
rev_006482,order_006660,1
rev_006483,order_016228,4
rev_006484,order_012997,1
rev_006485,order_003009,5
rev_006486,order_028385,5
rev_006487,order_024593,5
rev_006488,order_028907,1
rev_006489,order_016529,5
rev_006490,order_022201,1
rev_006491,order_026979,5
rev_006492,order_011140,5
rev_006493,order_026601,2
rev_006494,order_021387,5
rev_006495,order_001824,5
rev_006496,order_008987,5
rev_006497,order_004963,1
rev_006498,order_026699,3
rev_006499,order_026847,5
rev_006500,order_014600,5
rev_006501,order_001856,4
rev_006502,order_006476,4
rev_006503,order_025693,5
rev_006504,order_011539,5
rev_006505,order_001428,1
rev_006506,order_006100,5
rev_006507,order_023356,4
rev_006508,order_011909,5
rev_006509,order_028044,5
rev_006510,order_022899,1
rev_006511,order_012623,5
rev_006512,order_021883,1
rev_006513,order_028096,1
rev_006514,order_009048,5
rev_006515,order_018600,5
rev_006516,order_011533,1
rev_006517,order_018898,5
rev_006518,order_026740,5
rev_006519,order_017140,2
rev_006520,order_025735,3
rev_006521,order_025324,3
rev_006522,order_018173,3
rev_006523,order_018201,5
rev_006524,order_019743,4
rev_006525,order_019730,1
rev_006526,order_014726,4
rev_006527,order_003589,5
rev_006528,order_000888,5
rev_006529,order_018509,5
rev_006530,order_025935,5
rev_006531,order_017492,5
rev_006532,order_021852,4
rev_006533,order_012796,4
rev_006534,order_015804,2
rev_006535,order_012628,3
rev_006536,order_027364,5
rev_006537,order_019625,4
rev_006538,order_006473,5
rev_006539,order_007951,2
rev_006540,order_021804,5
rev_006541,order_007026,3
rev_006542,order_014714,5
rev_006543,order_003302,5
rev_006544,order_007746,5
rev_006545,order_016733,5
rev_006546,order_026845,5
rev_006547,order_027734,5
rev_006548,order_014177,5
rev_006549,order_026031,5
rev_006550,order_018099,4
rev_006551,order_025707,5
rev_006552,order_003016,3
rev_006553,order_001289,3
rev_006554,order_025718,2
rev_006555,order_005065,5
rev_006556,order_019247,1
rev_006557,order_000007,3
rev_006558,order_024487,1
rev_006559,order_027457,5
rev_006560,order_001085,5
rev_006561,order_023885,5
rev_006562,order_013666,3
rev_006563,order_027334,4
rev_006564,order_005999,5
rev_006565,order_017113,5
rev_006566,order_018161,3
rev_006567,order_015162,5
rev_006568,order_028894,5
rev_006569,order_023138,5
rev_006570,order_014249,5
rev_006571,order_018121,5
rev_006572,order_023085,5
rev_006573,order_011087,5
rev_006574,order_023305,5
rev_006575,order_003174,5
rev_006576,order_027371,4
rev_006577,order_011336,5
rev_006578,order_024814,5
rev_006579,order_017016,5
rev_006580,order_004874,4
rev_006581,order_018782,1
rev_006582,order_028067,2
rev_006583,order_003578,4
rev_006584,order_017318,5
rev_006585,order_027207,5
rev_006586,order_009442,2
rev_006587,order_022910,4
rev_006588,order_019528,5
rev_006589,order_024986,4
rev_006590,order_023632,4
rev_006591,order_028419,4
rev_006592,order_017817,4
rev_006593,order_024707,5
rev_006594,order_023805,4
rev_006595,order_018704,5
rev_006596,order_014118,5
rev_006597,order_028342,4
rev_006598,order_013734,5
rev_006599,order_009429,5
rev_006600,order_015171,4
rev_006601,order_020337,5
rev_006602,order_000487,2
rev_006603,order_022839,5
rev_006604,order_016708,5
rev_006605,order_017586,5
rev_006606,order_015260,3
rev_006607,order_024726,4
rev_006608,order_008219,5
rev_006609,order_027108,2
rev_006610,order_010058,4
rev_006611,order_004580,5
rev_006612,order_001737,3
rev_006613,order_018449,1
rev_006614,order_005096,3
rev_006615,order_019740,5
rev_006616,order_021341,2
rev_006617,order_004730,5
rev_006618,order_010539,5
rev_006619,order_025247,5
rev_006620,order_009524,5
rev_006621,order_012760,4
rev_006622,order_017263,5
rev_006623,order_012601,3
rev_006624,order_025567,5
rev_006625,order_002140,5
rev_006626,order_006456,5
rev_006627,order_016222,5
rev_006628,order_000739,3
rev_006629,order_009675,2
rev_006630,order_026315,3
rev_006631,order_003178,5
rev_006632,order_019397,4
rev_006633,order_020632,5
rev_006634,order_014978,5
rev_006635,order_011499,4
rev_006636,order_015186,5
rev_006637,order_008641,5
rev_006638,order_004629,4
rev_006639,order_012223,5
rev_006640,order_023897,5
rev_006641,order_019708,5
rev_006642,order_005282,5
rev_006643,order_015559,4
rev_006644,order_000713,5
rev_006645,order_005156,5
rev_006646,order_007675,5
rev_006647,order_014780,2
rev_006648,order_012943,4
rev_006649,order_016527,3
rev_006650,order_019892,5
rev_006651,order_026104,5
rev_006652,order_014692,5
rev_006653,order_012119,4
rev_006654,order_008144,5
rev_006655,order_001871,4
rev_006656,order_020988,5
rev_006657,order_001773,4
rev_006658,order_014806,3
rev_006659,order_004945,4
rev_006660,order_017090,1
rev_006661,order_014813,4
rev_006662,order_013731,5
rev_006663,order_006087,4
rev_006664,order_017024,5
rev_006665,order_023372,4
rev_006666,order_023411,2
rev_006667,order_011391,4
rev_006668,order_013236,5
rev_006669,order_009264,1
rev_006670,order_013861,5
rev_006671,order_022457,5
rev_006672,order_010939,3
rev_006673,order_017242,5
rev_006674,order_028322,5
rev_006675,order_021112,5
rev_006676,order_006346,4
rev_006677,order_008249,2
rev_006678,order_008440,1
rev_006679,order_013002,4
rev_006680,order_003633,5
rev_006681,order_008943,5
rev_006682,order_016147,5
rev_006683,order_001910,3
rev_006684,order_013685,4
rev_006685,order_006739,4
rev_006686,order_007227,5
rev_006687,order_017234,2
rev_006688,order_002696,5
rev_006689,order_017566,5
rev_006690,order_003416,4
rev_006691,order_019760,5
rev_006692,order_019447,5
rev_006693,order_002353,5
rev_006694,order_028801,4
rev_006695,order_006361,5
rev_006696,order_025781,4
rev_006697,order_027709,5
rev_006698,order_002012,5
rev_006699,order_024633,5
rev_006700,order_006917,5
rev_006701,order_016982,5
rev_006702,order_023024,2
rev_006703,order_016255,5
rev_006704,order_017555,5
rev_006705,order_003340,1
rev_006706,order_016136,5
rev_006707,order_006154,4
rev_006708,order_008095,5
rev_006709,order_006349,4
rev_006710,order_008514,4
rev_006711,order_012498,3
rev_006712,order_007609,4
rev_006713,order_004288,3
rev_006714,order_002231,3
rev_006715,order_022623,5
rev_006716,order_015178,2
rev_006717,order_026091,5
rev_006718,order_026284,2
rev_006719,order_006510,5
rev_006720,order_017093,5
rev_006721,order_027312,5
rev_006722,order_007003,4
rev_006723,order_010553,5
rev_006724,order_002027,4
rev_006725,order_012402,2
rev_006726,order_025816,5
rev_006727,order_026715,4
rev_006728,order_006064,5
rev_006729,order_001465,1
rev_006730,order_020160,5
rev_006731,order_019131,5
rev_006732,order_027758,5
rev_006733,order_004992,5
rev_006734,order_005717,5
rev_006735,order_002874,5
rev_006736,order_009178,5
rev_006737,order_023742,5
rev_006738,order_013039,4
rev_006739,order_021101,1
rev_006740,order_002535,5
rev_006741,order_027460,4
rev_006742,order_000778,5
rev_006743,order_003521,5
rev_006744,order_019596,4
rev_006745,order_010528,4
rev_006746,order_014935,4
rev_006747,order_009986,5
rev_006748,order_016729,5
rev_006749,order_019573,3
rev_006750,order_002274,4
rev_006751,order_002746,5
rev_006752,order_026092,4
rev_006753,order_003382,5
rev_006754,order_022024,5
rev_006755,order_009633,1
rev_006756,order_004205,3
rev_006757,order_017239,4
rev_006758,order_009665,5
rev_006759,order_014379,1
rev_006760,order_002554,5
rev_006761,order_016721,1
rev_006762,order_005220,5
rev_006763,order_011052,5
rev_006764,order_028249,2
rev_006765,order_007203,5
rev_006766,order_011971,5
rev_006767,order_017827,5
rev_006768,order_017438,5
rev_006769,order_019077,5
rev_006770,order_012909,3
rev_006771,order_027654,4
rev_006772,order_007251,4
rev_006773,order_018058,2
rev_006774,order_013694,1
rev_006775,order_012492,5
rev_006776,order_002098,4
rev_006777,order_027525,5
rev_006778,order_019815,4
rev_006779,order_010391,5
rev_006780,order_008516,4
rev_006781,order_007503,2
rev_006782,order_009966,2
rev_006783,order_000256,1
rev_006784,order_014892,4
rev_006785,order_016659,3
rev_006786,order_010481,5
rev_006787,order_002303,4
rev_006788,order_007999,4
rev_006789,order_008873,5
rev_006790,order_004038,4
rev_006791,order_006984,5
rev_006792,order_007512,5
rev_006793,order_008152,4
rev_006794,order_008492,3
rev_006795,order_017896,5
rev_006796,order_010338,5
rev_006797,order_027618,3
rev_006798,order_027994,1
rev_006799,order_001385,5
rev_006800,order_013432,5
rev_006801,order_010218,5
rev_006802,order_007590,4
rev_006803,order_009009,1
rev_006804,order_011534,4
rev_006805,order_021120,5
rev_006806,order_016629,3
rev_006807,order_014350,5
rev_006808,order_018775,4
rev_006809,order_010944,5
rev_006810,order_006898,5
rev_006811,order_009131,5
rev_006812,order_023797,5
rev_006813,order_019888,4
rev_006814,order_007742,5
rev_006815,order_004467,5
rev_006816,order_008363,5
rev_006817,order_001747,2
rev_006818,order_011802,4
rev_006819,order_024442,3
rev_006820,order_029254,5
rev_006821,order_002842,5
rev_006822,order_012378,4
rev_006823,order_018145,5
