order_id,customer_id,order_purchase_timestamp,order_status,order_delivered_customer_date,order_estimated_delivery_date
order_004369,csess_0001500,2024-11-14 06:06:00,delivered,2024-11-19 06:06:00,2024-11-21 06:06:00
order_004370,csess_0001501,2025-02-19 21:39:00,delivered,2025-03-01 21:39:00,2025-03-02 21:39:00
order_004371,csess_0001501,2024-02-09 11:13:00,delivered,2024-03-05 11:13:00,2024-03-08 11:13:00
order_004372,csess_0001501,2025-12-20 22:46:00,delivered,2025-12-29 22:46:00,2025-12-28 22:46:00
order_004373,csess_0001502,2025-02-25 09:37:00,canceled,,2025-03-25 09:37:00
order_004374,csess_0001502,2024-05-14 08:21:00,delivered,2024-05-23 08:21:00,2024-05-23 08:21:00
order_004375,csess_0001503,2024-06-10 18:47:00,unavailable,,2024-06-26 18:47:00
order_004376,csess_0001503,2024-06-20 21:50:00,delivered,2024-07-19 21:50:00,2024-07-17 21:50:00
order_004377,csess_0001504,2025-05-18 12:49:00,canceled,,2025-06-01 12:49:00
order_004378,csess_0001504,2024-09-27 21:12:00,delivered,2024-10-02 21:12:00,2024-10-08 21:12:00
order_004379,csess_0001504,2025-10-08 22:15:00,delivered,2025-11-03 22:15:00,2025-11-05 22:15:00
order_004380,csess_0001505,2025-11-18 05:43:00,delivered,2025-11-23 05:43:00,2025-12-02 05:43:00
order_004381,csess_0001506,2025-07-09 23:56:00,unavailable,,2025-08-03 23:56:00
order_004382,csess_0001505,2024-09-13 20:43:00,delivered,2024-10-11 20:43:00,2024-10-07 20:43:00
order_004383,csess_0001507,2025-04-07 11:38:00,shipped,2025-04-24 11:38:00,2025-04-25 11:38:00
order_004384,csess_0001507,2025-05-17 01:55:00,processing,,2025-05-28 01:55:00
order_004385,csess_0001509,2025-03-30 20:38:00,delivered,2025-04-07 20:38:00,2025-04-15 20:38:00
order_004386,csess_0001509,2024-05-17 18:19:00,delivered,2024-05-19 18:19:00,2024-05-24 18:19:00
order_004387,csess_0001510,2024-12-22 20:50:00,delivered,2025-01-06 20:50:00,2025-01-04 20:50:00
order_004388,csess_0001511,2025-03-08 10:44:00,canceled,,2025-03-23 10:44:00
order_004389,csess_0001511,2024-11-07 17:24:00,delivered,2024-12-01 17:24:00,2024-12-02 17:24:00
order_004390,csess_0001511,2025-10-13 22:44:00,delivered,2025-10-27 22:44:00,2025-11-03 22:44:00
order_004391,csess_0001513,2025-10-10 10:47:00,delivered,2025-10-27 10:47:00,2025-11-02 10:47:00
order_004392,csess_0001512,2024-12-21 18:40:00,delivered,2025-01-04 18:40:00,2025-01-11 18:40:00
order_004393,csess_0001515,2024-04-17 12:29:00,delivered,2024-04-28 12:29:00,2024-05-04 12:29:00
order_004394,csess_0001515,2024-07-27 22:41:00,delivered,2024-08-10 22:41:00,2024-08-20 22:41:00
order_004395,csess_0001515,2025-12-27 11:30:00,delivered,2026-01-18 11:30:00,2026-01-19 11:30:00
order_004396,csess_0001516,2024-04-09 18:51:00,delivered,2024-04-20 18:51:00,2024-04-20 18:51:00
order_004397,csess_0001516,2025-11-01 10:26:00,delivered,2025-11-22 10:26:00,2025-11-26 10:26:00
order_004398,csess_0001516,2025-09-09 20:25:00,delivered,2025-10-02 20:25:00,2025-10-07 20:25:00
order_004399,csess_0001517,2024-03-14 20:43:00,delivered,2024-03-31 20:43:00,2024-04-09 20:43:00
order_004400,csess_0001517,2025-02-13 01:19:00,shipped,2025-02-24 01:19:00,2025-02-23 01:19:00
order_004401,csess_0001518,2024-12-09 17:03:00,delivered,2025-01-03 17:03:00,2025-01-07 17:03:00
order_004402,csess_0001519,2025-12-23 09:20:00,delivered,2026-01-15 09:20:00,2026-01-18 09:20:00
order_004403,csess_0001519,2025-09-22 20:51:00,delivered,2025-10-16 20:51:00,2025-10-12 20:51:00
order_004404,csess_0001519,2025-09-01 21:18:00,delivered,2025-09-18 21:18:00,2025-09-16 21:18:00
order_004405,csess_0001520,2025-12-27 15:15:00,delivered,2026-01-14 15:15:00,2026-01-16 15:15:00
order_004406,csess_0001520,2025-06-09 09:18:00,delivered,2025-06-14 09:18:00,2025-06-19 09:18:00
order_004407,csess_0001521,2025-10-15 14:42:00,delivered,2025-11-03 14:42:00,2025-11-09 14:42:00
order_004408,csess_0001521,2024-11-24 10:41:00,processing,,2024-12-23 10:41:00
order_004409,csess_0001522,2024-12-15 07:42:00,delivered,2024-12-17 07:42:00,2024-12-22 07:42:00
order_004410,csess_0001522,2024-06-17 20:16:00,delivered,2024-07-03 20:16:00,2024-07-03 20:16:00
order_004411,csess_0001522,2025-10-04 07:54:00,canceled,,2025-10-29 07:54:00
order_004412,csess_0001522,2025-05-26 13:54:00,shipped,2025-06-19 13:54:00,2025-06-10 13:54:00
order_004413,csess_0001523,2025-08-04 18:56:00,unavailable,,2025-08-11 18:56:00
order_004414,csess_0001523,2024-08-27 14:12:00,delivered,2024-09-17 14:12:00,2024-09-18 14:12:00
order_004415,csess_0001523,2025-01-07 17:41:00,delivered,2025-01-25 17:41:00,2025-02-03 17:41:00
order_004416,csess_0001524,2024-02-23 10:51:00,delivered,2024-03-11 10:51:00,2024-03-19 10:51:00
order_004417,csess_0001524,2024-12-24 10:45:00,delivered,2025-01-07 10:45:00,2025-01-07 10:45:00
order_004418,csess_0001524,2024-11-19 11:52:00,delivered,2024-12-16 11:52:00,2024-12-15 11:52:00
order_004419,csess_0001524,2025-12-24 19:06:00,delivered,2025-12-27 19:06:00,2025-12-31 19:06:00
order_004420,csess_0001526,2025-05-15 12:32:00,shipped,2025-06-08 12:32:00,2025-06-08 12:32:00
order_004421,csess_0001526,2025-02-11 11:03:00,delivered,2025-02-20 11:03:00,2025-02-21 11:03:00
order_004422,csess_0001526,2025-06-21 09:22:00,delivered,2025-07-08 09:22:00,2025-07-13 09:22:00
order_004423,csess_0001526,2025-05-13 14:06:00,delivered,2025-06-06 14:06:00,2025-06-10 14:06:00
order_004424,csess_0001526,2025-11-30 17:14:00,delivered,2025-12-10 17:14:00,2025-12-11 17:14:00
order_004425,csess_0001526,2025-11-14 14:21:00,delivered,2025-12-02 14:21:00,2025-12-10 14:21:00
order_004426,csess_0001527,2025-12-04 09:50:00,delivered,2025-12-29 09:50:00,2025-12-25 09:50:00
order_004427,csess_0001527,2025-09-16 21:37:00,delivered,2025-09-29 21:37:00,2025-10-02 21:37:00
order_004428,csess_0001527,2024-03-10 19:18:00,delivered,2024-03-31 19:18:00,2024-03-29 19:18:00
order_004429,csess_0001527,2025-04-14 20:53:00,delivered,2025-05-08 20:53:00,2025-05-13 20:53:00
order_004430,csess_0001527,2024-03-14 19:43:00,delivered,2024-03-31 19:43:00,2024-04-06 19:43:00
order_004431,csess_0001527,2025-06-18 10:20:00,canceled,,2025-06-25 10:20:00
order_004432,csess_0001529,2024-12-22 10:14:00,delivered,2025-01-03 10:14:00,2025-01-02 10:14:00
order_004433,csess_0001528,2025-02-19 05:38:00,delivered,2025-03-16 05:38:00,2025-03-20 05:38:00
order_004434,csess_0001529,2024-11-27 19:26:00,delivered,2024-12-16 19:26:00,2024-12-24 19:26:00
order_004435,csess_0001528,2024-01-02 20:46:00,unavailable,,2024-01-14 20:46:00
order_004436,csess_0001529,2024-06-29 20:01:00,delivered,2024-07-10 20:01:00,2024-07-16 20:01:00
order_004437,csess_0001528,2024-03-29 23:44:00,delivered,2024-04-14 23:44:00,2024-04-24 23:44:00
order_004438,csess_0001529,2024-09-10 14:06:00,delivered,2024-09-21 14:06:00,2024-09-22 14:06:00
order_004439,csess_0001528,2025-12-26 14:23:00,delivered,2026-01-07 14:23:00,2026-01-11 14:23:00
order_004440,csess_0001530,2024-10-18 10:33:00,delivered,2024-11-10 10:33:00,2024-11-09 10:33:00
order_004441,csess_0001530,2024-09-28 21:36:00,delivered,2024-10-08 21:36:00,2024-10-11 21:36:00
order_004442,csess_0001530,2025-10-28 20:22:00,delivered,2025-11-16 20:22:00,2025-11-21 20:22:00
order_004443,csess_0001531,2024-03-01 23:37:00,delivered,2024-03-21 23:37:00,2024-03-27 23:37:00
order_004444,csess_0001531,2025-11-02 21:29:00,shipped,2025-11-23 21:29:00,2025-11-21 21:29:00
order_004445,csess_0001532,2024-10-17 06:35:00,delivered,2024-10-22 06:35:00,2024-10-26 06:35:00
order_004446,csess_0001532,2024-04-03 17:48:00,delivered,2024-04-10 17:48:00,2024-04-10 17:48:00
order_004447,csess_0001532,2025-11-16 14:39:00,delivered,2025-12-02 14:39:00,2025-12-08 14:39:00
order_004448,csess_0001533,2025-07-28 14:45:00,delivered,2025-08-11 14:45:00,2025-08-07 14:45:00
order_004449,csess_0001533,2025-02-22 19:25:00,delivered,2025-03-08 19:25:00,2025-03-06 19:25:00
order_004450,csess_0001533,2024-05-05 10:21:00,delivered,2024-05-29 10:21:00,2024-06-03 10:21:00
order_004451,csess_0001533,2025-11-29 13:05:00,delivered,2025-12-05 13:05:00,2025-12-12 13:05:00
order_004452,csess_0001533,2024-09-04 23:09:00,delivered,2024-09-09 23:09:00,2024-09-17 23:09:00
order_004453,csess_0001534,2025-12-15 18:49:00,delivered,2025-12-27 18:49:00,2025-12-30 18:49:00
order_004454,csess_0001534,2024-12-14 07:52:00,canceled,,2024-12-22 07:52:00
order_004455,csess_0001534,2025-05-30 20:08:00,unavailable,,2025-06-15 20:08:00
order_004456,csess_0001534,2025-12-19 16:04:00,delivered,2026-01-14 16:04:00,2026-01-12 16:04:00
order_004457,csess_0001535,2025-06-01 14:52:00,delivered,2025-06-07 14:52:00,2025-06-10 14:52:00
order_004458,csess_0001535,2024-07-04 15:59:00,delivered,2024-07-18 15:59:00,2024-07-20 15:59:00
order_004459,csess_0001535,2025-06-18 00:08:00,shipped,2025-07-06 00:08:00,2025-07-01 00:08:00
order_004460,csess_0001535,2025-03-28 12:38:00,delivered,2025-04-15 12:38:00,2025-04-14 12:38:00
order_004461,csess_0001535,2024-08-30 08:43:00,delivered,2024-09-07 08:43:00,2024-09-19 08:43:00
order_004462,csess_0001535,2025-02-22 18:22:00,delivered,2025-02-24 18:22:00,2025-03-04 18:22:00
order_004463,csess_0001535,2025-12-16 12:33:00,delivered,2025-12-25 12:33:00,2025-12-31 12:33:00
order_004464,csess_0001536,2024-06-24 07:29:00,shipped,2024-07-13 07:29:00,2024-07-22 07:29:00
order_004465,csess_0001536,2024-12-16 09:45:00,delivered,2024-12-31 09:45:00,2024-12-29 09:45:00
order_004466,csess_0001536,2024-10-07 13:11:00,canceled,,2024-10-14 13:11:00
order_004467,csess_0001537,2025-05-18 17:20:00,delivered,2025-05-27 17:20:00,2025-05-27 17:20:00
order_004468,csess_0001538,2025-05-14 19:18:00,delivered,2025-06-04 19:18:00,2025-06-09 19:18:00
order_004469,csess_0001538,2024-03-20 14:05:00,delivered,2024-04-07 14:05:00,2024-04-13 14:05:00
order_004470,csess_0001538,2024-12-19 09:02:00,delivered,2025-01-08 09:02:00,2025-01-12 09:02:00
order_004471,csess_0001539,2024-02-17 08:09:00,delivered,2024-03-10 08:09:00,2024-03-12 08:09:00
order_004472,csess_0001539,2024-12-29 14:01:00,delivered,2025-01-13 14:01:00,2025-01-20 14:01:00
order_004473,csess_0001539,2025-12-25 15:09:00,delivered,2026-01-13 15:09:00,2026-01-12 15:09:00
order_004474,csess_0001540,2024-12-17 08:01:00,delivered,2024-12-28 08:01:00,2024-12-29 08:01:00
order_004475,csess_0001540,2025-02-14 20:25:00,delivered,2025-02-20 20:25:00,2025-02-26 20:25:00
order_004476,csess_0001540,2024-02-06 21:31:00,delivered,2024-02-24 21:31:00,2024-02-26 21:31:00
order_004477,csess_0001540,2024-05-26 08:21:00,delivered,2024-06-07 08:21:00,2024-06-04 08:21:00
order_004478,csess_0001540,2025-11-09 14:35:00,delivered,2025-11-19 14:35:00,2025-11-18 14:35:00
order_004479,csess_0001542,2025-05-04 14:04:00,processing,,2025-05-21 14:04:00
order_004480,csess_0001542,2025-11-10 19:21:00,delivered,2025-11-22 19:21:00,2025-11-22 19:21:00
order_004481,csess_0001543,2025-10-18 11:37:00,delivered,2025-11-05 11:37:00,2025-11-04 11:37:00
order_004482,csess_0001544,2025-12-30 10:30:00,delivered,2026-01-04 10:30:00,2026-01-07 10:30:00
order_004483,csess_0001544,2025-12-07 16:14:00,delivered,2025-12-21 16:14:00,2025-12-17 16:14:00
order_004484,csess_0001544,2024-10-09 02:57:00,delivered,2024-10-18 02:57:00,2024-10-28 02:57:00
order_004485,csess_0001544,2025-02-01 08:47:00,delivered,2025-02-17 08:47:00,2025-02-12 08:47:00
order_004486,csess_0001544,2024-07-04 09:22:00,delivered,2024-07-09 09:22:00,2024-07-12 09:22:00
order_004487,csess_0001545,2024-12-23 06:03:00,delivered,2025-01-17 06:03:00,2025-01-21 06:03:00
order_004488,csess_0001545,2024-01-15 10:41:00,delivered,2024-01-21 10:41:00,2024-01-28 10:41:00
order_004489,csess_0001546,2024-05-15 13:01:00,shipped,2024-05-24 13:01:00,2024-05-26 13:01:00
order_004490,csess_0001546,2025-11-07 06:56:00,delivered,2025-11-19 06:56:00,2025-11-22 06:56:00
order_004491,csess_0001547,2024-06-22 11:49:00,delivered,2024-07-16 11:49:00,2024-07-21 11:49:00
order_004492,csess_0001547,2025-10-22 21:57:00,delivered,2025-11-02 21:57:00,2025-10-29 21:57:00
order_004493,csess_0001547,2025-09-12 13:02:00,shipped,2025-09-29 13:02:00,2025-10-01 13:02:00
order_004494,csess_0001548,2025-09-24 20:29:00,delivered,2025-10-20 20:29:00,2025-10-22 20:29:00
order_004495,csess_0001548,2025-12-10 12:30:00,delivered,2025-12-24 12:30:00,2025-12-30 12:30:00
order_004496,csess_0001548,2024-11-16 07:08:00,delivered,2024-12-05 07:08:00,2024-12-05 07:08:00
order_004497,csess_0001549,2025-06-06 17:09:00,delivered,2025-06-18 17:09:00,2025-06-20 17:09:00
order_004498,csess_0001549,2024-10-21 18:33:00,delivered,2024-11-01 18:33:00,2024-11-10 18:33:00
order_004499,csess_0001549,2025-08-04 15:00:00,unavailable,,2025-08-18 15:00:00
order_004500,csess_0001549,2025-12-08 21:58:00,delivered,2025-12-20 21:58:00,2025-12-19 21:58:00
order_004501,csess_0001550,2024-12-25 13:01:00,shipped,2025-01-12 13:01:00,2025-01-14 13:01:00
order_004502,csess_0001550,2024-03-02 16:32:00,delivered,2024-03-07 16:32:00,2024-03-09 16:32:00
order_004503,csess_0001551,2024-11-18 11:04:00,canceled,,2024-11-29 11:04:00
order_004504,csess_0001551,2024-01-02 18:44:00,delivered,2024-02-06 18:44:00,2024-01-31 18:44:00
order_004505,csess_0001552,2025-08-28 05:07:00,delivered,2025-09-04 05:07:00,2025-09-09 05:07:00
order_004506,csess_0001552,2024-02-01 10:04:00,delivered,2024-02-08 10:04:00,2024-02-14 10:04:00
order_004507,csess_0001553,2025-08-20 21:06:00,delivered,2025-09-12 21:06:00,2025-09-11 21:06:00
order_004508,csess_0001553,2024-12-03 11:57:00,shipped,2024-12-12 11:57:00,2024-12-23 11:57:00
order_004509,csess_0001553,2025-02-14 14:00:00,delivered,2025-02-20 14:00:00,2025-02-22 14:00:00
order_004510,csess_0001553,2024-06-27 17:46:00,delivered,2024-07-14 17:46:00,2024-07-20 17:46:00
order_004511,csess_0001553,2025-11-05 00:52:00,delivered,2025-11-13 00:52:00,2025-11-14 00:52:00
order_004512,csess_0001554,2024-04-25 19:15:00,delivered,2024-05-01 19:15:00,2024-05-09 19:15:00
order_004513,csess_0001554,2024-09-02 11:44:00,delivered,2024-09-18 11:44:00,2024-09-27 11:44:00
order_004514,csess_0001554,2025-11-25 18:43:00,processing,,2025-12-11 18:43:00
order_004515,csess_0001555,2024-03-27 05:30:00,delivered,2024-04-13 05:30:00,2024-04-22 05:30:00
order_004516,csess_0001555,2024-09-20 19:47:00,delivered,2024-09-29 19:47:00,2024-10-08 19:47:00
order_004517,csess_0001555,2024-04-14 12:16:00,delivered,2024-05-06 12:16:00,2024-05-07 12:16:00
order_004518,csess_0001555,2024-08-31 10:56:00,delivered,2024-09-10 10:56:00,2024-09-15 10:56:00
order_004519,csess_0001555,2025-09-16 16:56:00,delivered,2025-09-24 16:56:00,2025-09-25 16:56:00
order_004520,csess_0001555,2025-11-12 12:48:00,delivered,2025-11-18 12:48:00,2025-11-22 12:48:00
order_004521,csess_0001556,2025-12-31 07:52:00,delivered,2026-01-17 07:52:00,2026-01-15 07:52:00
order_004522,csess_0001556,2025-12-05 10:09:00,canceled,,2026-01-01 10:09:00
order_004523,csess_0001557,2025-07-31 22:09:00,delivered,2025-08-14 22:09:00,2025-08-12 22:09:00
order_004524,csess_0001557,2024-04-19 06:46:00,unavailable,,2024-05-03 06:46:00
order_004525,csess_0001557,2025-07-15 03:44:00,delivered,2025-08-14 03:44:00,2025-08-09 03:44:00
order_004526,csess_0001557,2025-06-27 19:16:00,delivered,2025-07-21 19:16:00,2025-07-25 19:16:00
order_004527,csess_0001557,2024-05-17 21:11:00,delivered,2024-05-29 21:11:00,2024-05-27 21:11:00
order_004528,csess_0001557,2025-07-17 08:00:00,shipped,2025-08-08 08:00:00,2025-08-01 08:00:00
order_004529,csess_0001557,2025-05-22 08:31:00,shipped,2025-06-09 08:31:00,2025-06-08 08:31:00
order_004530,csess_0001557,2025-12-28 00:50:00,delivered,2026-01-16 00:50:00,2026-01-20 00:50:00
order_004531,csess_0001557,2025-04-12 09:17:00,delivered,2025-04-30 09:17:00,2025-04-30 09:17:00
order_004532,csess_0001557,2024-11-15 12:06:00,delivered,2024-11-28 12:06:00,2024-11-29 12:06:00
order_004533,csess_0001558,2025-01-02 11:40:00,unavailable,,2025-01-25 11:40:00
order_004534,csess_0001559,2024-04-08 14:57:00,delivered,2024-04-30 14:57:00,2024-04-28 14:57:00
order_004535,csess_0001559,2024-06-22 14:47:00,delivered,2024-07-11 14:47:00,2024-07-21 14:47:00
order_004536,csess_0001559,2025-10-07 20:12:00,delivered,2025-10-29 20:12:00,2025-11-01 20:12:00
order_004537,csess_0001561,2024-08-12 09:43:00,delivered,2024-09-19 09:43:00,2024-09-09 09:43:00
order_004538,csess_0001561,2025-08-26 17:32:00,delivered,2025-09-11 17:32:00,2025-09-11 17:32:00
order_004539,csess_0001560,2025-02-22 12:44:00,delivered,2025-03-19 12:44:00,2025-03-23 12:44:00
order_004540,csess_0001561,2025-11-05 22:01:00,delivered,2025-11-25 22:01:00,2025-11-23 22:01:00
order_004541,csess_0001562,2024-10-16 12:20:00,canceled,,2024-10-28 12:20:00
order_004542,csess_0001562,2024-11-30 12:44:00,delivered,2024-12-30 12:44:00,2024-12-26 12:44:00
order_004543,csess_0001562,2025-11-20 19:04:00,delivered,2025-12-15 19:04:00,2025-12-18 19:04:00
order_004544,csess_0001563,2024-04-27 09:59:00,delivered,2024-04-29 09:59:00,2024-05-06 09:59:00
order_004545,csess_0001563,2025-06-28 13:16:00,unavailable,,2025-07-07 13:16:00
order_004546,csess_0001563,2025-08-20 17:39:00,canceled,,2025-09-12 17:39:00
order_004547,csess_0001563,2025-11-11 19:50:00,delivered,2025-12-05 19:50:00,2025-12-09 19:50:00
order_004548,csess_0001564,2025-03-18 22:46:00,delivered,2025-04-09 22:46:00,2025-04-11 22:46:00
order_004549,csess_0001565,2024-05-28 09:16:00,canceled,,2024-06-08 09:16:00
order_004550,csess_0001565,2024-11-03 12:40:00,delivered,2024-11-09 12:40:00,2024-11-17 12:40:00
order_004551,csess_0001565,2025-11-20 19:31:00,delivered,2025-12-11 19:31:00,2025-12-15 19:31:00
order_004552,csess_0001567,2024-03-27 19:50:00,delivered,2024-04-07 19:50:00,2024-04-05 19:50:00
order_004553,csess_0001568,2024-05-09 11:01:00,delivered,2024-05-26 11:01:00,2024-06-01 11:01:00
order_004554,csess_0001568,2024-10-25 19:48:00,shipped,2024-11-06 19:48:00,2024-11-03 19:48:00
order_004555,csess_0001568,2024-06-26 14:07:00,delivered,2024-07-16 14:07:00,2024-07-20 14:07:00
order_004556,csess_0001568,2024-04-28 20:54:00,delivered,2024-05-06 20:54:00,2024-05-05 20:54:00
order_004557,csess_0001568,2024-04-25 16:52:00,delivered,2024-05-04 16:52:00,2024-05-03 16:52:00
order_004558,csess_0001568,2025-11-09 08:13:00,unavailable,,2025-12-02 08:13:00
order_004559,csess_0001569,2024-08-12 13:31:00,delivered,2024-09-07 13:31:00,2024-09-04 13:31:00
order_004560,csess_0001570,2025-05-09 14:04:00,delivered,2025-06-02 14:04:00,2025-06-07 14:04:00
order_004561,csess_0001570,2025-09-02 12:06:00,delivered,2025-09-22 12:06:00,2025-09-27 12:06:00
order_004562,csess_0001570,2024-04-13 11:16:00,unavailable,,2024-04-20 11:16:00
order_004563,csess_0001570,2025-12-14 11:57:00,canceled,,2025-12-22 11:57:00
order_004564,csess_0001570,2024-05-26 15:15:00,delivered,2024-06-11 15:15:00,2024-06-08 15:15:00
order_004565,csess_0001570,2024-01-27 10:07:00,delivered,2024-02-13 10:07:00,2024-02-16 10:07:00
order_004566,csess_0001571,2025-11-08 12:12:00,delivered,2025-11-17 12:12:00,2025-11-24 12:12:00
order_004567,csess_0001571,2024-02-02 23:59:00,delivered,2024-02-19 23:59:00,2024-02-22 23:59:00
order_004568,csess_0001571,2024-04-14 11:49:00,delivered,2024-04-19 11:49:00,2024-04-27 11:49:00
order_004569,csess_0001571,2024-01-06 08:28:00,delivered,2024-01-23 08:28:00,2024-01-31 08:28:00
order_004570,csess_0001571,2024-12-27 00:00:00,shipped,2025-01-07 00:00:00,2025-01-06 00:00:00
order_004571,csess_0001572,2024-04-17 22:50:00,delivered,2024-05-12 22:50:00,2024-05-14 22:50:00
order_004572,csess_0001572,2024-09-30 09:18:00,processing,,2024-10-16 09:18:00
order_004573,csess_0001572,2024-08-04 08:54:00,delivered,2024-08-18 08:54:00,2024-08-26 08:54:00
order_004574,csess_0001572,2025-11-07 13:15:00,delivered,2025-11-18 13:15:00,2025-11-25 13:15:00
order_004575,csess_0001573,2024-08-02 12:40:00,delivered,2024-08-24 12:40:00,2024-08-30 12:40:00
order_004576,csess_0001573,2024-02-16 12:29:00,delivered,2024-02-23 12:29:00,2024-02-23 12:29:00
order_004577,csess_0001573,2024-02-22 19:19:00,delivered,2024-03-04 19:19:00,2024-03-06 19:19:00
order_004578,csess_0001573,2024-07-29 10:42:00,delivered,2024-08-14 10:42:00,2024-08-18 10:42:00
order_004579,csess_0001573,2025-11-01 12:28:00,delivered,2025-11-25 12:28:00,2025-11-28 12:28:00
order_004580,csess_0001574,2024-07-18 19:08:00,delivered,2024-07-26 19:08:00,2024-07-29 19:08:00
order_004581,csess_0001574,2025-10-01 21:59:00,canceled,,2025-10-13 21:59:00
order_004582,csess_0001576,2024-08-03 05:59:00,delivered,2024-08-25 05:59:00,2024-08-20 05:59:00
order_004583,csess_0001576,2024-03-18 09:34:00,delivered,2024-03-26 09:34:00,2024-04-01 09:34:00
order_004584,csess_0001576,2025-08-24 11:12:00,delivered,2025-09-09 11:12:00,2025-09-08 11:12:00
order_004585,csess_0001576,2025-10-16 06:26:00,delivered,2025-10-26 06:26:00,2025-11-01 06:26:00
order_004586,csess_0001576,2025-09-24 12:27:00,delivered,2025-10-18 12:27:00,2025-10-19 12:27:00
order_004587,csess_0001576,2024-09-15 08:05:00,delivered,2024-09-28 08:05:00,2024-09-29 08:05:00
order_004588,csess_0001577,2025-06-12 11:41:00,delivered,2025-06-20 11:41:00,2025-06-25 11:41:00
order_004589,csess_0001577,2024-06-13 17:38:00,delivered,2024-06-28 17:38:00,2024-06-25 17:38:00
order_004590,csess_0001577,2025-11-23 12:15:00,shipped,2025-12-01 12:15:00,2025-12-10 12:15:00
order_004591,csess_0001578,2024-12-03 09:04:00,delivered,2024-12-29 09:04:00,2025-01-01 09:04:00
order_004592,csess_0001578,2024-11-01 22:31:00,delivered,2024-11-23 22:31:00,2024-11-25 22:31:00
order_004593,csess_0001580,2024-06-11 00:46:00,delivered,2024-07-05 00:46:00,2024-07-04 00:46:00
order_004594,csess_0001580,2025-06-15 12:21:00,shipped,2025-07-09 12:21:00,2025-07-11 12:21:00
order_004595,csess_0001580,2025-11-12 21:55:00,delivered,2025-11-17 21:55:00,2025-11-20 21:55:00
order_004596,csess_0001581,2025-02-06 18:26:00,delivered,2025-02-13 18:26:00,2025-02-17 18:26:00
order_004597,csess_0001581,2024-10-24 16:44:00,delivered,2024-11-18 16:44:00,2024-11-16 16:44:00
order_004598,csess_0001582,2025-05-26 15:19:00,delivered,2025-06-06 15:19:00,2025-06-08 15:19:00
order_004599,csess_0001582,2024-07-05 18:34:00,delivered,2024-07-25 18:34:00,2024-07-28 18:34:00
order_004600,csess_0001582,2024-09-08 12:16:00,delivered,2024-09-24 12:16:00,2024-09-30 12:16:00
order_004601,csess_0001582,2024-10-27 21:13:00,delivered,2024-11-21 21:13:00,2024-11-22 21:13:00
order_004602,csess_0001582,2025-12-09 12:19:00,delivered,2025-12-27 12:19:00,2026-01-01 12:19:00
order_004603,csess_0001583,2025-04-25 16:19:00,shipped,2025-05-21 16:19:00,2025-05-23 16:19:00
order_004604,csess_0001583,2025-08-02 08:40:00,delivered,2025-08-10 08:40:00,2025-08-12 08:40:00
order_004605,csess_0001583,2025-10-17 14:20:00,delivered,2025-11-09 14:20:00,2025-11-09 14:20:00
order_004606,csess_0001583,2024-09-01 02:29:00,delivered,2024-09-21 02:29:00,2024-09-26 02:29:00
order_004607,csess_0001584,2025-03-31 18:47:00,delivered,2025-04-30 18:47:00,2025-04-27 18:47:00
order_004608,csess_0001584,2025-12-15 06:36:00,delivered,2025-12-30 06:36:00,2026-01-06 06:36:00
order_004609,csess_0001584,2025-07-05 18:20:00,delivered,2025-07-15 18:20:00,2025-07-13 18:20:00
order_004610,csess_0001584,2025-12-23 14:23:00,canceled,,2026-01-19 14:23:00
order_004611,csess_0001585,2025-04-27 14:10:00,delivered,2025-04-29 14:10:00,2025-05-08 14:10:00
order_004612,csess_0001585,2024-05-17 17:08:00,canceled,,2024-06-11 17:08:00
order_004613,csess_0001586,2025-08-12 20:46:00,delivered,2025-09-08 20:46:00,2025-09-10 20:46:00
order_004614,csess_0001587,2024-09-08 08:33:00,delivered,2024-09-26 08:33:00,2024-09-26 08:33:00
order_004615,csess_0001587,2024-10-08 08:20:00,canceled,,2024-11-06 08:20:00
order_004616,csess_0001586,2025-06-21 11:15:00,delivered,2025-07-13 11:15:00,2025-07-13 11:15:00
order_004617,csess_0001586,2024-01-13 09:28:00,delivered,2024-02-07 09:28:00,2024-02-10 09:28:00
order_004618,csess_0001586,2024-12-12 13:47:00,delivered,2024-12-21 13:47:00,2024-12-24 13:47:00
order_004619,csess_0001586,2024-09-26 17:41:00,delivered,2024-10-22 17:41:00,2024-10-25 17:41:00
order_004620,csess_0001587,2025-10-05 06:40:00,unavailable,,2025-10-26 06:40:00
order_004621,csess_0001587,2025-08-16 12:42:00,delivered,2025-08-19 12:42:00,2025-08-24 12:42:00
order_004622,csess_0001587,2024-09-17 01:30:00,shipped,2024-10-03 01:30:00,2024-10-15 01:30:00
order_004623,csess_0001588,2024-10-07 12:03:00,delivered,2024-10-11 12:03:00,2024-10-15 12:03:00
order_004624,csess_0001588,2025-12-20 20:47:00,delivered,2026-01-06 20:47:00,2026-01-08 20:47:00
order_004625,csess_0001588,2025-02-11 11:11:00,delivered,2025-02-21 11:11:00,2025-02-23 11:11:00
order_004626,csess_0001589,2025-11-15 13:27:00,delivered,2025-11-27 13:27:00,2025-11-23 13:27:00
order_004627,csess_0001589,2024-04-10 12:01:00,delivered,2024-04-16 12:01:00,2024-04-19 12:01:00
order_004628,csess_0001590,2024-10-20 23:56:00,delivered,2024-11-07 23:56:00,2024-11-16 23:56:00
