order_id,order_item_id,product_id,seller_id,price,freight_value
order_002936,1,prod_02184,seller_0032,79.44,63.61
order_002936,2,prod_01401,seller_0004,133.26,59.41
order_002937,1,prod_03706,seller_0004,29.58,39.48
order_002938,1,prod_03335,seller_0212,14.66,19.02
order_002939,1,prod_00365,seller_0004,17.1,40.33
order_002940,1,prod_03220,seller_0015,333.07,10.63
order_002940,2,prod_02421,seller_0139,27.57,41.06
order_002941,1,prod_02411,seller_0013,183.35,17.23
order_002942,1,prod_00035,seller_0015,120.82,59.89
order_002943,1,prod_01671,seller_0024,66.02,59.21
order_002944,1,prod_04523,seller_0023,25.28,31.97
order_002945,1,prod_02821,seller_0041,90.69,26.45
order_002945,2,prod_02814,seller_0074,16.39,12.35
order_002946,1,prod_00273,seller_0011,53.29,51.36
order_002947,1,prod_01920,seller_0098,106.78,48.43
order_002948,1,prod_03178,seller_0012,53.78,27.28
order_002948,2,prod_00704,seller_0045,43.13,51.86
order_002948,3,prod_01787,seller_0003,17.79,12.97
order_002949,1,prod_03637,seller_0002,32.52,24.31
order_002950,1,prod_04780,seller_0069,396.06,64.85
order_002951,1,prod_04517,seller_0041,65.67,14.78
order_002952,1,prod_00476,seller_0014,83.32,58.25
order_002952,2,prod_02890,seller_0029,14.33,16.69
order_002953,1,prod_01772,seller_0004,64.76,57.42
order_002954,1,prod_04549,seller_0017,833.85,48.45
order_002954,2,prod_00953,seller_0011,49.51,63.81
order_002955,1,prod_01704,seller_0041,95.53,13.24
order_002956,1,prod_00704,seller_0021,37.46,41.68
order_002957,1,prod_01277,seller_0036,26.66,57.9
order_002958,1,prod_01499,seller_0002,56.17,59.86
order_002959,1,prod_02515,seller_0143,401.0,21.18
order_002960,1,prod_01074,seller_0000,40.39,15.84
order_002961,1,prod_01790,seller_0069,19.12,61.85
order_002962,1,prod_03307,seller_0021,97.76,36.69
order_002962,2,prod_00168,seller_0035,139.59,20.57
order_002962,3,prod_03692,seller_0018,16.68,33.15
order_002963,1,prod_03520,seller_0029,163.18,40.95
order_002964,1,prod_00865,seller_0022,13.51,52.72
order_002964,2,prod_04551,seller_0043,13.67,46.41
order_002965,1,prod_01023,seller_0100,146.35,42.11
order_002966,1,prod_02972,seller_0038,22.63,60.74
order_002967,1,prod_04611,seller_0100,38.36,61.77
order_002968,1,prod_00221,seller_0021,12.32,49.43
order_002968,2,prod_02413,seller_0030,18.42,63.65
order_002969,1,prod_01658,seller_0040,162.55,19.98
order_002969,2,prod_04893,seller_0001,11.51,58.97
order_002969,3,prod_02104,seller_0009,48.1,45.75
order_002970,1,prod_03430,seller_0119,71.0,35.86
order_002971,1,prod_04302,seller_0001,132.48,40.12
order_002972,1,prod_02581,seller_0002,142.38,64.93
order_002973,1,prod_02009,seller_0005,33.23,11.81
order_002974,1,prod_00552,seller_0113,152.6,38.4
order_002975,1,prod_00089,seller_0022,171.82,56.86
order_002976,1,prod_02291,seller_0021,65.54,43.48
order_002976,2,prod_01127,seller_0011,61.77,8.06
order_002976,3,prod_03137,seller_0056,43.21,53.58
order_002977,1,prod_02328,seller_0011,22.91,48.24
order_002978,1,prod_01539,seller_0075,9.9,35.22
order_002979,1,prod_00393,seller_0039,51.04,37.36
order_002980,1,prod_00778,seller_0080,41.52,48.82
order_002981,1,prod_04836,seller_0019,9.9,57.33
order_002981,2,prod_00235,seller_0022,114.89,50.13
order_002982,1,prod_02275,seller_0029,40.9,38.18
order_002983,1,prod_02308,seller_0030,97.69,23.18
order_002983,2,prod_02649,seller_0032,26.68,39.25
order_002984,1,prod_03530,seller_0018,44.19,35.07
order_002985,1,prod_04117,seller_0113,154.31,58.86
order_002986,1,prod_03118,seller_0043,32.1,46.19
order_002986,2,prod_01057,seller_0101,20.88,9.21
order_002987,1,prod_03482,seller_0031,48.49,36.96
order_002988,1,prod_04573,seller_0023,168.62,48.68
order_002989,1,prod_02713,seller_0147,52.85,42.15
order_002990,1,prod_03353,seller_0037,58.52,42.31
order_002991,1,prod_02991,seller_0054,51.84,18.65
order_002992,1,prod_01697,seller_0043,118.04,53.51
order_002993,1,prod_02488,seller_0031,17.86,63.71
order_002993,2,prod_02337,seller_0028,166.92,42.56
order_002994,1,prod_04055,seller_0013,43.89,43.49
order_002995,1,prod_02479,seller_0007,63.14,23.76
order_002996,1,prod_04440,seller_0017,91.64,37.06
order_002997,1,prod_03214,seller_0128,93.29,21.31
order_002998,1,prod_04083,seller_0011,77.51,16.06
order_002999,1,prod_00709,seller_0125,36.11,26.21
order_002999,2,prod_02415,seller_0001,72.31,9.67
order_003000,1,prod_03498,seller_0038,164.59,8.2
order_003000,2,prod_02098,seller_0014,34.6,33.34
order_003001,1,prod_03732,seller_0069,32.45,17.57
order_003002,1,prod_02342,seller_0144,13.71,37.97
order_003003,1,prod_02028,seller_0017,127.63,35.77
order_003003,2,prod_00929,seller_0004,57.87,40.88
order_003003,3,prod_01737,seller_0036,38.83,18.39
order_003004,1,prod_04419,seller_0065,29.36,55.07
order_003005,1,prod_01649,seller_0039,10.76,60.15
order_003005,2,prod_00035,seller_0019,43.03,27.94
order_003006,1,prod_02650,seller_0039,46.57,23.79
order_003007,1,prod_03586,seller_0021,50.07,49.34
order_003008,1,prod_04192,seller_0015,48.22,60.25
order_003009,1,prod_04833,seller_0035,47.03,11.31
order_003009,2,prod_04937,seller_0031,47.56,18.61
order_003009,3,prod_01626,seller_0031,13.68,21.9
order_003010,1,prod_04007,seller_0013,153.0,40.25
order_003011,1,prod_02507,seller_0204,9.9,35.23
order_003011,2,prod_02975,seller_0029,90.71,49.92
order_003012,1,prod_00218,seller_0210,22.55,44.26
order_003013,1,prod_04073,seller_0004,37.42,57.22
order_003014,1,prod_04662,seller_0032,21.35,27.09
order_003015,1,prod_01464,seller_0033,139.32,60.14
order_003016,1,prod_04609,seller_0017,76.08,48.39
order_003017,1,prod_02964,seller_0107,170.79,36.7
order_003018,1,prod_01966,seller_0005,192.74,59.3
order_003019,1,prod_01780,seller_0021,199.94,10.87
order_003020,1,prod_00008,seller_0193,29.99,32.33
order_003021,1,prod_01767,seller_0005,33.3,34.86
order_003021,2,prod_03986,seller_0015,22.73,15.74
order_003022,1,prod_01177,seller_0010,156.17,9.66
order_003023,1,prod_01175,seller_0062,43.86,17.72
order_003024,1,prod_00033,seller_0120,52.49,33.31
order_003025,1,prod_01241,seller_0058,52.09,10.28
order_003025,2,prod_00134,seller_0016,44.88,10.18
order_003026,1,prod_00901,seller_0003,54.41,47.78
order_003027,1,prod_02860,seller_0027,34.42,51.12
order_003028,1,prod_00435,seller_0030,64.2,30.78
order_003029,1,prod_01150,seller_0034,22.56,19.67
order_003030,1,prod_01736,seller_0097,223.87,9.57
order_003031,1,prod_02825,seller_0030,42.3,9.67
order_003032,1,prod_02470,seller_0000,16.05,60.7
order_003033,1,prod_02353,seller_0036,60.05,20.12
order_003034,1,prod_03277,seller_0030,21.55,41.54
order_003035,1,prod_03201,seller_0030,63.17,19.68
order_003036,1,prod_04032,seller_0027,156.18,56.85
order_003037,1,prod_04781,seller_0006,342.0,54.1
order_003037,2,prod_03794,seller_0026,66.35,20.83
order_003038,1,prod_02630,seller_0012,363.32,49.48
order_003038,2,prod_00416,seller_0038,178.77,34.79
order_003038,3,prod_01188,seller_0042,134.28,35.41
order_003039,1,prod_03264,seller_0008,44.35,55.08
order_003039,2,prod_02255,seller_0042,48.57,20.1
order_003040,1,prod_03402,seller_0027,31.06,42.01
order_003041,1,prod_01335,seller_0057,14.31,13.21
order_003042,1,prod_01058,seller_0010,27.84,43.69
order_003043,1,prod_03000,seller_0158,40.89,13.58
order_003044,1,prod_01649,seller_0006,16.13,64.17
order_003044,2,prod_02596,seller_0004,133.38,8.06
order_003045,1,prod_03572,seller_0039,31.14,22.4
order_003045,2,prod_01759,seller_0002,102.69,17.33
order_003045,3,prod_02038,seller_0002,36.3,58.64
order_003046,1,prod_03194,seller_0011,25.41,25.03
order_003047,1,prod_02849,seller_0196,73.85,56.13
order_003048,1,prod_04059,seller_0043,16.96,49.15
order_003048,2,prod_01647,seller_0029,48.73,46.99
order_003049,1,prod_02920,seller_0015,20.06,57.17
order_003049,2,prod_02611,seller_0131,83.01,24.73
order_003050,1,prod_02135,seller_0030,138.43,33.31
order_003051,1,prod_00437,seller_0040,74.4,30.2
order_003052,1,prod_01425,seller_0037,286.5,59.42
order_003052,2,prod_01254,seller_0003,25.1,27.29
order_003052,3,prod_01956,seller_0018,196.42,39.69
order_003053,1,prod_01708,seller_0029,53.06,25.54
order_003054,1,prod_00774,seller_0037,127.92,44.66
order_003055,1,prod_04506,seller_0039,186.84,13.86
order_003056,1,prod_00776,seller_0032,30.26,20.31
order_003057,1,prod_00161,seller_0037,27.82,54.61
order_003058,1,prod_04293,seller_0012,81.76,46.95
order_003059,1,prod_00820,seller_0006,43.32,32.43
order_003060,1,prod_00274,seller_0036,40.05,35.05
order_003061,1,prod_03315,seller_0012,14.99,36.97
order_003062,1,prod_02939,seller_0000,42.69,27.02
order_003063,1,prod_03784,seller_0021,101.01,62.78
order_003064,1,prod_00450,seller_0038,55.63,40.32
order_003065,1,prod_00057,seller_0203,88.91,32.04
order_003066,1,prod_02201,seller_0016,19.04,33.96
order_003067,1,prod_03750,seller_0019,32.46,21.37
order_003068,1,prod_00990,seller_0006,93.02,16.62
order_003069,1,prod_02199,seller_0030,40.02,64.23
order_003069,2,prod_00750,seller_0036,50.34,33.63
order_003070,1,prod_01157,seller_0009,74.26,29.36
order_003071,1,prod_03318,seller_0011,19.8,54.19
order_003072,1,prod_03594,seller_0008,191.5,56.82
order_003072,2,prod_04749,seller_0066,123.27,29.67
order_003073,1,prod_01550,seller_0008,133.65,62.94
order_003073,2,prod_03495,seller_0001,53.7,33.79
order_003074,1,prod_01188,seller_0026,85.2,19.99
order_003075,1,prod_01034,seller_0088,36.63,42.85
order_003076,1,prod_01465,seller_0000,81.2,43.68
order_003077,1,prod_02152,seller_0037,9.9,21.39
order_003078,1,prod_00562,seller_0031,103.47,25.51
order_003079,1,prod_03888,seller_0038,92.47,9.12
order_003080,1,prod_03073,seller_0039,29.59,34.45
order_003080,2,prod_00283,seller_0039,76.73,62.31
order_003080,3,prod_01399,seller_0017,222.93,45.15
order_003081,1,prod_04560,seller_0067,76.29,27.41
order_003082,1,prod_02346,seller_0021,26.71,28.35
order_003083,1,prod_01569,seller_0023,47.45,9.13
order_003084,1,prod_02168,seller_0108,82.34,52.73
order_003085,1,prod_03472,seller_0134,206.61,63.97
order_003085,2,prod_03524,seller_0033,62.9,54.66
order_003086,1,prod_02264,seller_0003,43.99,38.94
order_003086,2,prod_00146,seller_0027,68.02,18.17
order_003087,1,prod_02955,seller_0009,91.08,10.9
order_003088,1,prod_02298,seller_0040,34.02,38.58
order_003089,1,prod_01562,seller_0033,106.64,58.47
order_003090,1,prod_02585,seller_0040,11.44,36.87
order_003091,1,prod_04357,seller_0005,13.94,15.92
order_003092,1,prod_01149,seller_0031,24.64,55.15
order_003092,2,prod_00381,seller_0017,79.44,40.23
order_003093,1,prod_00160,seller_0108,28.21,21.53
order_003094,1,prod_02808,seller_0018,24.57,51.61
order_003095,1,prod_02486,seller_0003,47.39,36.58
order_003095,2,prod_04041,seller_0008,69.01,37.83
order_003096,1,prod_01993,seller_0030,28.82,46.23
order_003097,1,prod_04715,seller_0015,29.2,37.86
order_003098,1,prod_04359,seller_0011,106.32,27.94
order_003098,2,prod_00014,seller_0002,42.25,57.07
order_003099,1,prod_03561,seller_0026,92.41,27.37
order_003100,1,prod_04510,seller_0029,71.97,23.32
order_003101,1,prod_03401,seller_0143,40.67,52.13
order_003102,1,prod_01486,seller_0016,83.1,18.27
order_003102,2,prod_04872,seller_0018,174.92,54.06
order_003103,1,prod_00381,seller_0029,72.24,33.89
order_003103,2,prod_02974,seller_0019,71.9,35.47
order_003104,1,prod_03554,seller_0010,85.42,62.49
order_003104,2,prod_03015,seller_0042,11.12,63.77
order_003104,3,prod_01941,seller_0108,90.79,44.56
order_003105,1,prod_01956,seller_0030,38.87,16.56
order_003105,2,prod_02685,seller_0036,117.94,13.9
order_003105,3,prod_04616,seller_0042,43.71,18.96
order_003106,1,prod_02831,seller_0038,181.67,16.95
order_003107,1,prod_00049,seller_0014,16.56,52.86
order_003108,1,prod_01022,seller_0041,84.34,18.52
order_003109,1,prod_03489,seller_0164,20.76,33.85
order_003110,1,prod_01274,seller_0167,146.38,50.08
order_003111,1,prod_00590,seller_0051,31.76,57.29
order_003111,2,prod_04537,seller_0015,19.8,14.39
order_003111,3,prod_02645,seller_0042,90.32,23.29
order_003112,1,prod_03544,seller_0039,102.59,22.24
order_003113,1,prod_04585,seller_0003,20.99,32.04
order_003113,2,prod_03360,seller_0004,49.9,38.4
order_003114,1,prod_02543,seller_0024,27.27,36.12
order_003115,1,prod_02033,seller_0135,88.49,62.75
order_003116,1,prod_04755,seller_0101,56.01,29.71
order_003117,1,prod_03549,seller_0184,190.86,38.7
order_003118,1,prod_01893,seller_0030,19.14,37.25
order_003119,1,prod_01193,seller_0013,111.31,22.49
order_003119,2,prod_00060,seller_0035,66.0,45.55
order_003120,1,prod_04701,seller_0166,11.81,30.68
order_003121,1,prod_03673,seller_0180,277.0,28.45
order_003122,1,prod_00277,seller_0024,68.43,32.9
order_003123,1,prod_04085,seller_0040,209.47,19.58
order_003124,1,prod_02003,seller_0037,17.23,34.54
order_003125,1,prod_04116,seller_0017,53.65,42.28
order_003125,2,prod_02046,seller_0026,32.61,11.77
order_003126,1,prod_00893,seller_0041,15.93,54.88
order_003126,2,prod_04152,seller_0030,48.12,46.86
order_003127,1,prod_03018,seller_0015,85.98,46.38
order_003128,1,prod_02419,seller_0031,36.25,59.66
order_003129,1,prod_01061,seller_0147,22.96,33.76
order_003130,1,prod_02050,seller_0041,35.15,12.29
order_003131,1,prod_01807,seller_0022,17.45,37.78
order_003131,2,prod_04294,seller_0000,52.15,64.61
order_003132,1,prod_01123,seller_0006,32.75,56.38
order_003133,1,prod_03462,seller_0024,52.72,10.97
order_003134,1,prod_03842,seller_0013,44.9,18.34
order_003135,1,prod_01187,seller_0031,24.88,30.08
order_003136,1,prod_03115,seller_0110,52.36,34.16
order_003137,1,prod_03044,seller_0167,18.89,62.15
order_003137,2,prod_02608,seller_0059,108.2,44.75
order_003138,1,prod_01560,seller_0023,35.74,41.14
order_003139,1,prod_00773,seller_0022,17.8,60.47
order_003140,1,prod_02335,seller_0040,72.28,36.94
order_003141,1,prod_03038,seller_0009,9.9,59.03
order_003142,1,prod_03325,seller_0152,75.09,53.3
order_003143,1,prod_04480,seller_0031,9.9,58.19
order_003144,1,prod_03223,seller_0003,126.78,11.44
order_003145,1,prod_02222,seller_0007,50.89,23.63
order_003146,1,prod_01128,seller_0180,41.59,36.75
order_003147,1,prod_02689,seller_0008,43.54,23.77
order_003147,2,prod_00452,seller_0198,153.73,27.85
order_003147,3,prod_04789,seller_0014,153.83,38.24
order_003148,1,prod_03327,seller_0032,21.31,55.78
order_003149,1,prod_02008,seller_0011,104.58,62.08
order_003150,1,prod_02575,seller_0033,45.79,10.68
order_003150,2,prod_02250,seller_0025,10.56,14.13
order_003151,1,prod_01939,seller_0008,38.01,56.44
order_003151,2,prod_03564,seller_0033,41.37,26.12
order_003151,3,prod_02863,seller_0038,339.51,24.54
order_003152,1,prod_04500,seller_0026,113.61,28.26
order_003153,1,prod_02127,seller_0144,113.6,62.67
order_003154,1,prod_02132,seller_0012,33.24,37.09
order_003154,2,prod_02172,seller_0004,30.98,62.19
order_003155,1,prod_02254,seller_0019,64.58,44.67
order_003156,1,prod_04467,seller_0023,22.72,42.2
order_003157,1,prod_04752,seller_0023,12.49,30.74
order_003158,1,prod_04529,seller_0040,124.0,27.46
order_003159,1,prod_03042,seller_0008,158.13,63.27
order_003159,2,prod_00802,seller_0024,66.41,19.35
order_003159,3,prod_03775,seller_0022,50.06,60.81
order_003160,1,prod_04222,seller_0041,143.66,11.36
order_003161,1,prod_04840,seller_0011,65.38,26.01
order_003162,1,prod_02939,seller_0006,37.6,49.73
order_003162,2,prod_00029,seller_0008,17.16,51.54
order_003163,1,prod_04152,seller_0028,76.86,45.36
order_003164,1,prod_01741,seller_0013,25.8,14.59
order_003165,1,prod_01338,seller_0031,139.25,11.29
order_003166,1,prod_01324,seller_0022,24.12,60.83
order_003167,1,prod_02385,seller_0019,32.44,34.59
order_003168,1,prod_03544,seller_0031,51.98,33.75
order_003169,1,prod_04621,seller_0021,46.21,62.35
order_003170,1,prod_00115,seller_0003,55.17,30.36
order_003170,2,prod_04320,seller_0098,16.93,22.53
order_003171,1,prod_02034,seller_0038,9.9,49.44
order_003172,1,prod_04034,seller_0021,24.76,55.74
order_003173,1,prod_03720,seller_0041,99.69,46.37
order_003173,2,prod_01771,seller_0036,24.95,19.95
order_003174,1,prod_03599,seller_0015,22.62,50.59
order_003175,1,prod_00884,seller_0008,42.87,58.13
order_003176,1,prod_00141,seller_0028,28.78,20.41
order_003176,2,prod_00464,seller_0032,24.87,62.51
order_003177,1,prod_01777,seller_0186,76.85,27.94
order_003178,1,prod_03216,seller_0010,53.61,16.32
order_003178,2,prod_02751,seller_0023,237.81,55.54
order_003179,1,prod_00919,seller_0032,30.77,17.98
order_003180,1,prod_02564,seller_0006,71.9,19.51
order_003181,1,prod_01921,seller_0013,21.95,40.66
order_003182,1,prod_02162,seller_0017,38.93,26.26
order_003182,2,prod_01897,seller_0006,9.9,47.8
order_003183,1,prod_01555,seller_0005,37.05,52.44
order_003184,1,prod_02825,seller_0113,57.98,35.5
order_003185,1,prod_01218,seller_0020,49.77,41.86
order_003185,2,prod_04606,seller_0112,126.02,42.15
order_003185,3,prod_00092,seller_0003,51.79,28.0
order_003186,1,prod_00331,seller_0038,150.48,17.45
order_003186,2,prod_03354,seller_0164,64.48,23.39
order_003187,1,prod_03692,seller_0020,76.25,12.78
order_003188,1,prod_00237,seller_0035,35.81,62.45
order_003189,1,prod_04810,seller_0113,45.63,9.91
order_003190,1,prod_00491,seller_0004,69.98,25.3
order_003191,1,prod_04950,seller_0036,40.12,11.34
order_003191,2,prod_03691,seller_0023,27.48,59.18
order_003192,1,prod_02392,seller_0026,20.39,32.92
order_003193,1,prod_00860,seller_0020,33.39,59.54
order_003194,1,prod_01564,seller_0028,251.03,20.52
order_003194,2,prod_01960,seller_0033,52.47,24.16
order_003195,1,prod_00908,seller_0031,455.99,35.86
order_003196,1,prod_04253,seller_0017,263.22,51.09
order_003196,2,prod_03560,seller_0042,89.61,10.05
order_003197,1,prod_02441,seller_0001,86.23,19.79
order_003198,1,prod_01425,seller_0024,12.77,8.35
order_003199,1,prod_01834,seller_0078,29.25,45.36
order_003200,1,prod_04243,seller_0036,65.86,17.6
order_003201,1,prod_03714,seller_0031,97.64,38.01
order_003202,1,prod_04807,seller_0034,30.46,37.06
order_003202,2,prod_00101,seller_0091,21.61,20.62
order_003203,1,prod_02193,seller_0008,72.82,18.15
order_003204,1,prod_04629,seller_0000,67.05,44.97
order_003205,1,prod_01234,seller_0020,93.3,24.26
order_003205,2,prod_01360,seller_0187,74.26,28.9
order_003206,1,prod_04780,seller_0014,40.78,63.32
order_003207,1,prod_00706,seller_0043,60.66,54.14
order_003208,1,prod_00171,seller_0005,199.53,22.89
order_003208,2,prod_03054,seller_0040,46.53,64.7
order_003208,3,prod_01018,seller_0016,21.1,40.87
order_003209,1,prod_04881,seller_0003,91.22,34.35
order_003210,1,prod_03295,seller_0032,247.81,58.54
order_003210,2,prod_02433,seller_0015,27.4,28.81
order_003211,1,prod_04055,seller_0017,104.25,56.23
order_003212,1,prod_01242,seller_0114,19.03,49.47
order_003213,1,prod_04994,seller_0021,135.86,13.09
order_003214,1,prod_02848,seller_0147,29.29,30.42
order_003215,1,prod_03794,seller_0029,16.01,64.67
order_003215,2,prod_04541,seller_0008,120.18,10.89
order_003216,1,prod_02856,seller_0012,280.64,43.85
order_003216,2,prod_01641,seller_0017,49.2,27.89
order_003217,1,prod_00532,seller_0011,56.22,32.56
order_003218,1,prod_00599,seller_0180,60.76,29.25
order_003219,1,prod_04490,seller_0030,21.69,59.78
order_003220,1,prod_00923,seller_0018,86.14,49.08
order_003221,1,prod_04429,seller_0008,14.26,40.18
order_003221,2,prod_01226,seller_0028,107.63,59.04
order_003222,1,prod_00891,seller_0020,162.8,46.04
order_003223,1,prod_02113,seller_0020,46.47,14.82
order_003223,2,prod_02083,seller_0039,9.9,64.12
order_003223,3,prod_04657,seller_0204,43.09,41.49
order_003224,1,prod_02364,seller_0025,44.36,23.29
order_003225,1,prod_02490,seller_0018,87.53,58.02
order_003226,1,prod_03109,seller_0014,23.44,22.17
order_003226,2,prod_01549,seller_0035,706.3,29.41
order_003227,1,prod_03224,seller_0017,153.39,35.03
order_003228,1,prod_01256,seller_0034,45.74,23.57
order_003228,2,prod_03254,seller_0033,177.14,62.13
order_003229,1,prod_01798,seller_0210,38.11,41.89
order_003230,1,prod_03474,seller_0040,50.35,36.21
order_003231,1,prod_02327,seller_0043,19.54,60.04
order_003232,1,prod_03314,seller_0015,165.63,53.43
order_003233,1,prod_03930,seller_0054,25.65,53.03
order_003234,1,prod_04167,seller_0041,33.8,28.2
order_003234,2,prod_02081,seller_0108,25.56,57.85
order_003235,1,prod_00787,seller_0016,9.9,57.05
order_003236,1,prod_01960,seller_0007,71.06,15.8
order_003237,1,prod_04563,seller_0026,151.87,20.12
order_003238,1,prod_03814,seller_0005,24.98,41.26
order_003239,1,prod_01092,seller_0006,12.87,28.34
order_003240,1,prod_00517,seller_0023,53.48,29.7
order_003240,2,prod_03437,seller_0033,34.63,64.68
order_003240,3,prod_02412,seller_0035,43.52,17.39
order_003241,1,prod_04506,seller_0034,245.14,63.11
order_003242,1,prod_03203,seller_0147,35.69,49.42
order_003242,2,prod_00531,seller_0004,56.77,35.79
order_003242,3,prod_04185,seller_0002,33.03,17.7
order_003243,1,prod_00291,seller_0216,20.42,42.95
order_003243,2,prod_01455,seller_0039,119.89,60.73
order_003244,1,prod_03254,seller_0031,73.93,25.6
order_003245,1,prod_00963,seller_0210,15.78,39.13
order_003246,1,prod_03491,seller_0024,15.81,53.35
order_003247,1,prod_00824,seller_0018,28.16,52.46
order_003247,2,prod_01856,seller_0003,21.86,53.95
order_003248,1,prod_03680,seller_0007,38.98,41.05
order_003249,1,prod_00518,seller_0011,9.9,57.75
order_003249,2,prod_03570,seller_0132,430.32,23.76
order_003250,1,prod_01976,seller_0012,109.33,21.35
order_003251,1,prod_03280,seller_0012,44.89,48.32
order_003252,1,prod_01692,seller_0004,100.7,34.15
order_003253,1,prod_01203,seller_0042,32.03,30.1
order_003254,1,prod_04139,seller_0054,37.28,21.65
order_003255,1,prod_02018,seller_0002,16.29,25.19
order_003256,1,prod_00984,seller_0171,202.91,52.19
order_003257,1,prod_00117,seller_0027,44.51,25.39
order_003258,1,prod_01597,seller_0025,127.12,12.62
order_003258,2,prod_00001,seller_0027,33.75,22.58
order_003259,1,prod_02101,seller_0015,49.4,43.5
order_003260,1,prod_01511,seller_0002,23.08,9.09
order_003261,1,prod_00144,seller_0099,186.78,32.71
order_003261,2,prod_04580,seller_0038,19.03,50.23
order_003262,1,prod_03310,seller_0011,363.56,38.33
order_003262,2,prod_01425,seller_0025,94.49,42.79
order_003263,1,prod_01015,seller_0020,40.83,45.9
order_003263,2,prod_01049,seller_0219,236.87,47.81
order_003264,1,prod_01357,seller_0193,205.66,26.26
order_003264,2,prod_03238,seller_0024,47.8,21.91
order_003264,3,prod_04178,seller_0042,102.61,41.98
order_003265,1,prod_01075,seller_0213,21.7,48.23
order_003265,2,prod_02294,seller_0170,132.36,22.3
order_003266,1,prod_04656,seller_0036,31.36,24.19
order_003267,1,prod_02055,seller_0040,57.33,23.87
order_003268,1,prod_02752,seller_0136,47.61,16.79
order_003269,1,prod_01422,seller_0000,154.52,38.08
order_003270,1,prod_00535,seller_0172,49.72,51.79
order_003270,2,prod_00883,seller_0016,11.76,39.29
order_003271,1,prod_02540,seller_0032,12.9,28.58
order_003272,1,prod_04741,seller_0037,317.81,37.69
order_003272,2,prod_01727,seller_0002,444.79,28.85
order_003272,3,prod_04136,seller_0156,59.4,45.23
order_003273,1,prod_04861,seller_0022,30.01,34.96
order_003274,1,prod_02282,seller_0001,197.25,24.66
order_003275,1,prod_02681,seller_0034,292.65,21.06
order_003275,2,prod_04553,seller_0020,215.27,13.76
order_003276,1,prod_04432,seller_0042,826.39,29.49
order_003277,1,prod_04088,seller_0013,20.94,32.95
order_003278,1,prod_02158,seller_0039,81.25,50.83
order_003279,1,prod_01623,seller_0000,64.14,30.25
order_003280,1,prod_02863,seller_0177,166.62,44.24
order_003280,2,prod_00919,seller_0023,35.71,25.92
order_003281,1,prod_02884,seller_0020,83.67,56.73
order_003282,1,prod_03762,seller_0029,296.18,39.92
order_003283,1,prod_00794,seller_0029,10.02,42.26
order_003284,1,prod_03994,seller_0022,17.69,30.03
order_003284,2,prod_01270,seller_0012,99.13,45.94
order_003285,1,prod_01614,seller_0025,36.91,49.06
order_003286,1,prod_01921,seller_0040,41.94,14.15
order_003287,1,prod_03465,seller_0040,75.23,55.74
order_003288,1,prod_04477,seller_0035,37.55,53.32
order_003289,1,prod_01029,seller_0142,93.53,12.33
order_003289,2,prod_03345,seller_0020,31.78,50.34
order_003290,1,prod_04412,seller_0011,31.55,36.79
order_003291,1,prod_00974,seller_0028,22.79,30.92
order_003292,1,prod_03545,seller_0013,12.64,47.62
order_003293,1,prod_01468,seller_0007,45.05,40.7
order_003294,1,prod_01854,seller_0116,15.72,52.62
order_003295,1,prod_00851,seller_0041,33.19,10.92
order_003295,2,prod_01207,seller_0121,72.85,14.34
order_003295,3,prod_00275,seller_0042,108.4,39.74
order_003296,1,prod_04728,seller_0024,100.2,55.34
order_003297,1,prod_04214,seller_0011,63.86,57.6
order_003298,1,prod_00863,seller_0037,23.19,26.99
order_003299,1,prod_00000,seller_0038,57.8,12.53
order_003300,1,prod_04743,seller_0015,43.31,14.9
order_003300,2,prod_04014,seller_0022,152.91,22.78
order_003301,1,prod_02913,seller_0218,28.47,33.38
order_003301,2,prod_02796,seller_0020,24.56,56.59
order_003302,1,prod_04356,seller_0012,401.54,25.89
order_003303,1,prod_03663,seller_0017,29.98,60.93
order_003303,2,prod_02663,seller_0024,26.87,64.46
order_003304,1,prod_02840,seller_0002,47.9,60.31
order_003304,2,prod_00897,seller_0186,104.45,50.67
order_003304,3,prod_04923,seller_0006,74.26,25.08
order_003305,1,prod_01781,seller_0001,9.9,10.86
order_003305,2,prod_02015,seller_0025,51.12,50.88
order_003306,1,prod_00049,seller_0127,30.61,41.68
order_003307,1,prod_04820,seller_0029,81.8,41.39
order_003308,1,prod_02406,seller_0013,89.8,23.94
order_003308,2,prod_00082,seller_0007,11.3,10.65
order_003309,1,prod_03543,seller_0026,15.02,40.11
order_003310,1,prod_03228,seller_0003,66.66,32.9
order_003311,1,prod_02050,seller_0003,106.97,52.03
order_003311,2,prod_01418,seller_0032,46.31,23.07
order_003311,3,prod_02386,seller_0003,30.92,46.4
order_003312,1,prod_02758,seller_0007,67.76,14.84
order_003313,1,prod_02830,seller_0096,28.23,57.81
order_003314,1,prod_00814,seller_0014,240.22,10.46
order_003315,1,prod_00232,seller_0014,154.71,15.38
order_003316,1,prod_00855,seller_0040,138.04,19.45
order_003317,1,prod_04437,seller_0124,9.9,13.82
order_003318,1,prod_04741,seller_0018,22.38,19.96
order_003319,1,prod_04112,seller_0024,123.48,31.88
order_003320,1,prod_00257,seller_0027,54.07,33.73
order_003321,1,prod_03924,seller_0040,44.6,34.26
order_003322,1,prod_01931,seller_0067,81.16,11.43
order_003323,1,prod_01539,seller_0008,222.0,11.07
