customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
csess_0001989,cust_001687,38147,Betim,MG
csess_0001990,cust_001688,87914,Camaçari,BA
csess_0001991,cust_001689,97081,Jaboatão dos Guararapes,PE
csess_0001992,cust_001690,88593,Campinas,SP
csess_0001993,cust_001691,11360,Betim,MG
csess_0001994,cust_001692,12048,Nova Iguaçu,RJ
csess_0001995,cust_001692,49020,Nova Iguaçu,RJ
csess_0001996,cust_001693,53935,Campinas,SP
csess_0001997,cust_001694,32482,Petrópolis,RJ
csess_0001998,cust_001694,42973,Petrópolis,RJ
csess_0001999,cust_001695,25185,Campinas,SP
csess_0002000,cust_001696,29699,São Bernardo do Campo,SP
csess_0002001,cust_001697,65885,Guarulhos,SP
csess_0002002,cust_001697,51582,Guarulhos,SP
csess_0002003,cust_001698,28061,Capital,MT
csess_0002004,cust_001699,87015,Uberlândia,MG
csess_0002005,cust_001700,54597,Interior City B,DF
csess_0002006,cust_001701,20892,Petrópolis,RJ
csess_0002007,cust_001702,33931,São Paulo,SP
csess_0002008,cust_001703,34654,Belo Horizonte,MG
csess_0002009,cust_001704,98478,Niterói,RJ
csess_0002010,cust_001705,68820,Guarulhos,SP
csess_0002011,cust_001706,63886,Camaçari,BA
csess_0002012,cust_001707,82470,Santos,SP
csess_0002013,cust_001708,95148,Salvador,BA
csess_0002014,cust_001708,84842,Salvador,BA
csess_0002015,cust_001708,75324,Salvador,BA
csess_0002016,cust_001709,92080,Camaçari,BA
csess_0002017,cust_001710,75027,São Bernardo do Campo,SP
csess_0002018,cust_001711,11425,Guarulhos,SP
csess_0002019,cust_001712,11733,Juazeiro do Norte,CE
csess_0002020,cust_001713,55375,Petrópolis,RJ
csess_0002021,cust_001714,74411,São Bernardo do Campo,SP
csess_0002022,cust_001715,20603,Capital,TO
csess_0002023,cust_001716,22152,Santos,SP
csess_0002024,cust_001717,25801,Santa Maria,RS
csess_0002025,cust_001718,94442,Interior City B,SE
csess_0002026,cust_001719,66318,Campinas,SP
csess_0002027,cust_001720,26985,São Bernardo do Campo,SP
csess_0002028,cust_001721,31068,Guarulhos,SP
csess_0002029,cust_001722,23531,Ribeirão Preto,SP
csess_0002030,cust_001723,44288,Campinas,SP
csess_0002031,cust_001723,76653,Campinas,SP
csess_0002032,cust_001724,50068,Canoas,RS
csess_0002033,cust_001724,22459,Canoas,RS
csess_0002034,cust_001725,96641,São Bernardo do Campo,SP
csess_0002035,cust_001725,95000,São Bernardo do Campo,SP
csess_0002036,cust_001726,42554,Juiz de Fora,MG
csess_0002037,cust_001727,80313,Interior City B,AC
csess_0002038,cust_001728,86968,Marabá,PA
csess_0002039,cust_001729,24271,Feira de Santana,BA
csess_0002040,cust_001730,13801,Guarulhos,SP
csess_0002041,cust_001731,82593,Salvador,BA
csess_0002042,cust_001732,36511,Contagem,MG
csess_0002043,cust_001733,83046,Rio de Janeiro,RJ
csess_0002044,cust_001734,83635,São Bernardo do Campo,SP
csess_0002045,cust_001734,90729,São Bernardo do Campo,SP
csess_0002046,cust_001734,65233,São Bernardo do Campo,SP
csess_0002047,cust_001735,30011,Capital,GO
csess_0002048,cust_001736,72963,Petrópolis,RJ
csess_0002049,cust_001737,58900,Campinas,SP
csess_0002050,cust_001738,30764,Niterói,RJ
csess_0002051,cust_001738,61694,Niterói,RJ
csess_0002052,cust_001739,79986,Niterói,RJ
csess_0002053,cust_001740,90085,Marabá,PA
csess_0002054,cust_001740,16960,Marabá,PA
csess_0002055,cust_001741,26583,Maringá,PR
csess_0002056,cust_001742,82532,Recife,PE
csess_0002057,cust_001743,94103,Campinas,SP
csess_0002058,cust_001744,24201,Rio de Janeiro,RJ
csess_0002059,cust_001745,80579,Petrópolis,RJ
csess_0002060,cust_001745,70019,Petrópolis,RJ
csess_0002061,cust_001746,30420,São Bernardo do Campo,SP
csess_0002062,cust_001746,50602,São Bernardo do Campo,SP
csess_0002063,cust_001746,62645,São Bernardo do Campo,SP
csess_0002064,cust_001747,63124,Santos,SP
csess_0002065,cust_001748,59031,Recife,PE
csess_0002066,cust_001749,22629,Campinas,SP
csess_0002067,cust_001750,67731,Betim,MG
csess_0002068,cust_001750,38675,Betim,MG
csess_0002069,cust_001751,11662,Campinas,SP
csess_0002070,cust_001752,90270,Santos,SP
csess_0002071,cust_001753,17589,Santos,SP
csess_0002072,cust_001754,59364,Interior City B,DF
csess_0002073,cust_001755,14655,Juazeiro do Norte,CE
csess_0002074,cust_001756,84285,Capital,MT
csess_0002075,cust_001757,20797,Belo Horizonte,MG
csess_0002076,cust_001758,16645,Guarulhos,SP
csess_0002077,cust_001759,87431,Contagem,MG
csess_0002078,cust_001760,44762,Nova Iguaçu,RJ
csess_0002079,cust_001761,57634,Chapecó,SC
csess_0002080,cust_001762,31432,Santos,SP
csess_0002081,cust_001763,57890,Juiz de Fora,MG
csess_0002082,cust_001764,92394,Guarulhos,SP
csess_0002083,cust_001764,69111,Guarulhos,SP
csess_0002084,cust_001764,83769,Guarulhos,SP
csess_0002085,cust_001765,53611,São Bernardo do Campo,SP
csess_0002086,cust_001766,36671,Ponta Grossa,PR
csess_0002087,cust_001766,46760,Ponta Grossa,PR
csess_0002088,cust_001767,38233,Rio de Janeiro,RJ
csess_0002089,cust_001767,47591,Rio de Janeiro,RJ
csess_0002090,cust_001768,77804,Niterói,RJ
csess_0002091,cust_001769,60091,Campos dos Goytacazes,RJ
csess_0002092,cust_001770,14438,Niterói,RJ
csess_0002093,cust_001771,94905,Caucaia,CE
csess_0002094,cust_001772,55896,Capital,GO
csess_0002095,cust_001773,21319,Capital,MT
csess_0002096,cust_001774,90258,Caucaia,CE
csess_0002097,cust_001775,16028,Campinas,SP
csess_0002098,cust_001776,35940,Santa Maria,RS
csess_0002099,cust_001777,18422,Niterói,RJ
csess_0002100,cust_001777,61651,Niterói,RJ
csess_0002101,cust_001778,69648,Guarulhos,SP
csess_0002102,cust_001779,53441,Joinville,SC
csess_0002103,cust_001779,30688,Joinville,SC
csess_0002104,cust_001780,56280,Guarulhos,SP
csess_0002105,cust_001781,24472,Interior City B,AM
csess_0002106,cust_001782,90436,Nova Iguaçu,RJ
csess_0002107,cust_001782,45671,Nova Iguaçu,RJ
csess_0002108,cust_001783,70809,Vitória da Conquista,BA
csess_0002109,cust_001783,83299,Vitória da Conquista,BA
csess_0002110,cust_001784,20960,Canoas,RS
csess_0002111,cust_001785,86620,Capital,GO
csess_0002112,cust_001786,12074,Vitória da Conquista,BA
csess_0002113,cust_001787,83361,Camaçari,BA
csess_0002114,cust_001788,44833,São Bernardo do Campo,SP
csess_0002115,cust_001789,45976,Betim,MG
csess_0002116,cust_001789,80210,Betim,MG
csess_0002117,cust_001790,75658,Guarulhos,SP
csess_0002118,cust_001791,60108,Londrina,PR
csess_0002119,cust_001792,31480,Uberlândia,MG
csess_0002120,cust_001793,60138,Santa Maria,RS
csess_0002121,cust_001793,19443,Santa Maria,RS
csess_0002122,cust_001794,79969,São Bernardo do Campo,SP
csess_0002123,cust_001794,10990,São Bernardo do Campo,SP
csess_0002124,cust_001795,81092,Guarulhos,SP
csess_0002125,cust_001796,71336,Londrina,PR
csess_0002126,cust_001797,39097,Ribeirão Preto,SP
csess_0002127,cust_001798,80245,São Paulo,SP
csess_0002128,cust_001799,99893,Campinas,SP
csess_0002129,cust_001800,29186,Interior City A,MT
csess_0002130,cust_001800,61356,Interior City A,MT
csess_0002131,cust_001801,94744,Ponta Grossa,PR
csess_0002132,cust_001801,98015,Ponta Grossa,PR
csess_0002133,cust_001801,22922,Ponta Grossa,PR
csess_0002134,cust_001802,40766,Nova Iguaçu,RJ
csess_0002135,cust_001803,29787,Ribeirão Preto,SP
csess_0002136,cust_001804,32537,Petrópolis,RJ
csess_0002137,cust_001805,85919,Olinda,PE
csess_0002138,cust_001806,63034,Canoas,RS
csess_0002139,cust_001807,55542,São Bernardo do Campo,SP
csess_0002140,cust_001808,13207,Guarulhos,SP
csess_0002141,cust_001809,38234,São Bernardo do Campo,SP
csess_0002142,cust_001810,40568,Pelotas,RS
csess_0002143,cust_001811,78633,Jaboatão dos Guararapes,PE
csess_0002144,cust_001812,94558,Santos,SP
csess_0002145,cust_001813,64703,Guarulhos,SP
csess_0002146,cust_001814,62623,São Paulo,SP
csess_0002147,cust_001815,63454,Interior City B,DF
csess_0002148,cust_001816,91504,Santos,SP
csess_0002149,cust_001817,86685,Jaboatão dos Guararapes,PE
csess_0002150,cust_001818,70631,Vitória da Conquista,BA
csess_0002151,cust_001818,85253,Vitória da Conquista,BA
csess_0002152,cust_001818,26642,Vitória da Conquista,BA
csess_0002153,cust_001819,89176,Nova Iguaçu,RJ
csess_0002154,cust_001820,92373,Ribeirão Preto,SP
csess_0002155,cust_001821,18990,Ribeirão Preto,SP
csess_0002156,cust_001822,63622,Vitória da Conquista,BA
csess_0002157,cust_001823,61663,Recife,PE
csess_0002158,cust_001823,14170,Recife,PE
csess_0002159,cust_001824,34817,Salvador,BA
csess_0002160,cust_001824,15136,Salvador,BA
csess_0002161,cust_001825,11712,Uberlândia,MG
csess_0002162,cust_001825,83687,Uberlândia,MG
csess_0002163,cust_001825,62479,Uberlândia,MG
csess_0002164,cust_001826,20473,São Bernardo do Campo,SP
csess_0002165,cust_001827,90839,Interior City A,DF
csess_0002166,cust_001828,95031,Juazeiro do Norte,CE
csess_0002167,cust_001829,31625,Guarulhos,SP
csess_0002168,cust_001830,23761,Capital,MS
csess_0002169,cust_001831,84454,Vitória da Conquista,BA
csess_0002170,cust_001831,11821,Vitória da Conquista,BA
csess_0002171,cust_001832,58646,Contagem,MG
csess_0002172,cust_001832,46200,Contagem,MG
csess_0002173,cust_001833,93889,Recife,PE
csess_0002174,cust_001834,58250,Ananindeua,PA
csess_0002175,cust_001835,94304,Canoas,RS
csess_0002176,cust_001836,46447,Campinas,SP
csess_0002177,cust_001837,39184,Petrópolis,RJ
csess_0002178,cust_001838,59754,Interior City A,ES
csess_0002179,cust_001838,26811,Interior City A,ES
csess_0002180,cust_001839,36595,Ribeirão Preto,SP
csess_0002181,cust_001840,27757,Petrópolis,RJ
csess_0002182,cust_001841,21954,Nova Iguaçu,RJ
csess_0002183,cust_001842,71349,Nova Iguaçu,RJ
csess_0002184,cust_001843,47930,Vitória da Conquista,BA
csess_0002185,cust_001843,98760,Vitória da Conquista,BA
csess_0002186,cust_001844,13811,Interior City A,AL
csess_0002187,cust_001845,40368,São Bernardo do Campo,SP
csess_0002188,cust_001845,42719,São Bernardo do Campo,SP
csess_0002189,cust_001845,18637,São Bernardo do Campo,SP
csess_0002190,cust_001846,22133,São Paulo,SP
csess_0002191,cust_001847,56986,São Paulo,SP
csess_0002192,cust_001848,38871,Capital,GO
csess_0002193,cust_001849,51472,Salvador,BA
csess_0002194,cust_001850,68333,Guarulhos,SP
csess_0002195,cust_001851,65508,Belém,PA
csess_0002196,cust_001852,11401,Interior City B,MA
csess_0002197,cust_001853,20004,Blumenau,SC
csess_0002198,cust_001854,45301,Capital,PB
csess_0002199,cust_001854,15901,Capital,PB
csess_0002200,cust_001854,79621,Capital,PB
csess_0002201,cust_001855,77751,Ribeirão Preto,SP
csess_0002202,cust_001855,58809,Ribeirão Preto,SP
csess_0002203,cust_001855,91299,Ribeirão Preto,SP
csess_0002204,cust_001856,68171,Olinda,PE
csess_0002205,cust_001857,77720,Rio de Janeiro,RJ
csess_0002206,cust_001857,74744,Rio de Janeiro,RJ
csess_0002207,cust_001858,20354,Blumenau,SC
csess_0002208,cust_001859,68860,Londrina,PR
csess_0002209,cust_001860,19504,Olinda,PE
csess_0002210,cust_001861,64320,Pelotas,RS
csess_0002211,cust_001861,13523,Pelotas,RS
csess_0002212,cust_001862,84243,São Bernardo do Campo,SP
csess_0002213,cust_001863,96703,Betim,MG
csess_0002214,cust_001864,43787,Interior City B,SE
csess_0002215,cust_001865,33982,Interior City B,RN
csess_0002216,cust_001866,11049,Campinas,SP
csess_0002217,cust_001867,23381,São Paulo,SP
csess_0002218,cust_001868,77876,Santos,SP
csess_0002219,cust_001869,58390,Londrina,PR
csess_0002220,cust_001869,22061,Londrina,PR
csess_0002221,cust_001869,81241,Londrina,PR
csess_0002222,cust_001870,60296,Belém,PA
csess_0002223,cust_001871,34014,Guarulhos,SP
csess_0002224,cust_001871,74535,Guarulhos,SP
csess_0002225,cust_001872,75191,Juiz de Fora,MG
csess_0002226,cust_001873,61576,Chapecó,SC
csess_0002227,cust_001874,38147,Maringá,PR
csess_0002228,cust_001875,78020,Uberlândia,MG
csess_0002229,cust_001876,66148,Contagem,MG
csess_0002230,cust_001876,11745,Contagem,MG
csess_0002231,cust_001877,32148,Betim,MG
csess_0002232,cust_001878,26216,Ribeirão Preto,SP
csess_0002233,cust_001878,51929,Ribeirão Preto,SP
csess_0002234,cust_001879,72637,Juiz de Fora,MG
csess_0002235,cust_001880,69991,Canoas,RS
csess_0002236,cust_001881,32012,Capital,MA
csess_0002237,cust_001882,76313,Salvador,BA
csess_0002238,cust_001883,19525,Caruaru,PE
csess_0002239,cust_001884,53348,São Paulo,SP
csess_0002240,cust_001885,70447,Niterói,RJ
csess_0002241,cust_001886,78650,Ribeirão Preto,SP
csess_0002242,cust_001887,96030,Guarulhos,SP
csess_0002243,cust_001888,76881,Curitiba,PR
csess_0002244,cust_001888,12041,Curitiba,PR
csess_0002245,cust_001889,89866,Interior City A,RO
csess_0002246,cust_001890,88734,Ribeirão Preto,SP
csess_0002247,cust_001891,61826,Rio de Janeiro,RJ
csess_0002248,cust_001892,85283,Maracanaú,CE
csess_0002249,cust_001893,27073,Guarulhos,SP
csess_0002250,cust_001894,38028,Juiz de Fora,MG
csess_0002251,cust_001895,33440,Curitiba,PR
csess_0002252,cust_001896,42887,Salvador,BA
csess_0002253,cust_001897,48937,São Paulo,SP
csess_0002254,cust_001898,75045,Rio de Janeiro,RJ
csess_0002255,cust_001899,71503,Maracanaú,CE
csess_0002256,cust_001900,87782,Betim,MG
csess_0002257,cust_001901,37428,Campinas,SP
csess_0002258,cust_001902,11613,Caruaru,PE
csess_0002259,cust_001903,58343,Guarulhos,SP
csess_0002260,cust_001904,83159,Recife,PE
csess_0002261,cust_001905,70127,São Bernardo do Campo,SP
csess_0002262,cust_001906,62088,Interior City A,MT
csess_0002263,cust_001906,81195,Interior City A,MT
csess_0002264,cust_001906,55023,Interior City A,MT
csess_0002265,cust_001907,39653,Nova Iguaçu,RJ
csess_0002266,cust_001908,87616,São Paulo,SP
csess_0002267,cust_001909,87512,Ribeirão Preto,SP
csess_0002268,cust_001910,25718,São Paulo,SP
csess_0002269,cust_001911,84877,Capital,MA
csess_0002270,cust_001912,64219,Interior City B,AC
csess_0002271,cust_001913,63954,Petrópolis,RJ
csess_0002272,cust_001913,26296,Petrópolis,RJ
csess_0002273,cust_001914,36285,Nova Iguaçu,RJ
csess_0002274,cust_001915,62310,Curitiba,PR
csess_0002275,cust_001916,24134,Interior City A,GO
csess_0002276,cust_001917,63642,Belo Horizonte,MG
csess_0002277,cust_001917,10455,Belo Horizonte,MG
csess_0002278,cust_001918,83179,Nova Iguaçu,RJ
csess_0002279,cust_001919,80156,Niterói,RJ
csess_0002280,cust_001920,18867,Porto Alegre,RS
csess_0002281,cust_001921,35577,Ribeirão Preto,SP
csess_0002282,cust_001922,38647,Salvador,BA
csess_0002283,cust_001923,58894,Niterói,RJ
csess_0002284,cust_001923,80635,Niterói,RJ
csess_0002285,cust_001924,23887,Juazeiro do Norte,CE
csess_0002286,cust_001925,53314,Campinas,SP
csess_0002287,cust_001926,58203,Betim,MG
csess_0002288,cust_001927,10059,Nova Iguaçu,RJ
csess_0002289,cust_001928,22673,Feira de Santana,BA
csess_0002290,cust_001929,65351,Santos,SP
csess_0002291,cust_001930,98231,Belo Horizonte,MG
csess_0002292,cust_001931,81067,Contagem,MG
csess_0002293,cust_001932,78300,Uberlândia,MG
csess_0002294,cust_001933,11794,Camaçari,BA
csess_0002295,cust_001934,20721,Pelotas,RS
csess_0002296,cust_001935,69286,Maracanaú,CE
csess_0002297,cust_001936,15686,Campinas,SP
csess_0002298,cust_001937,57443,Belém,PA
csess_0002299,cust_001937,74263,Belém,PA
csess_0002300,cust_001937,72722,Belém,PA
csess_0002301,cust_001938,62573,Contagem,MG
csess_0002302,cust_001939,22888,São Paulo,SP
csess_0002303,cust_001940,49348,Santos,SP
csess_0002304,cust_001941,23533,Campinas,SP
csess_0002305,cust_001942,31916,Maracanaú,CE
csess_0002306,cust_001943,71422,Londrina,PR
csess_0002307,cust_001944,60525,Maracanaú,CE
csess_0002308,cust_001945,13553,Betim,MG
csess_0002309,cust_001946,18144,Niterói,RJ
csess_0002310,cust_001947,69931,Guarulhos,SP
csess_0002311,cust_001948,73712,São Bernardo do Campo,SP
csess_0002312,cust_001948,15437,São Bernardo do Campo,SP
csess_0002313,cust_001949,42518,Petrópolis,RJ
csess_0002314,cust_001950,33830,Guarulhos,SP
csess_0002315,cust_001951,84285,Ribeirão Preto,SP
csess_0002316,cust_001952,56553,Vitória da Conquista,BA
csess_0002317,cust_001953,97885,Londrina,PR
csess_0002318,cust_001954,15915,Interior City A,AP
csess_0002319,cust_001955,38695,Capital,RN
csess_0002320,cust_001956,85270,Camaçari,BA
csess_0002321,cust_001957,24703,Rio de Janeiro,RJ
csess_0002322,cust_001958,98035,Camaçari,BA
csess_0002323,cust_001959,31478,Caucaia,CE
csess_0002324,cust_001960,77918,Ribeirão Preto,SP
csess_0002325,cust_001961,40128,Rio de Janeiro,RJ
csess_0002326,cust_001962,63250,Florianópolis,SC
csess_0002327,cust_001962,47126,Florianópolis,SC
csess_0002328,cust_001963,56799,Niterói,RJ
csess_0002329,cust_001964,68248,Betim,MG
csess_0002330,cust_001965,42907,Contagem,MG
csess_0002331,cust_001966,17644,São Bernardo do Campo,SP
csess_0002332,cust_001967,44583,Campos dos Goytacazes,RJ
csess_0002333,cust_001968,64560,São Paulo,SP
csess_0002334,cust_001969,25185,São Paulo,SP
csess_0002335,cust_001970,51988,São Bernardo do Campo,SP
csess_0002336,cust_001971,20446,Marabá,PA
csess_0002337,cust_001971,33162,Marabá,PA
csess_0002338,cust_001972,24150,Santos,SP
csess_0002339,cust_001972,51304,Santos,SP
csess_0002340,cust_001973,46003,Uberlândia,MG
csess_0002341,cust_001973,61746,Uberlândia,MG
csess_0002342,cust_001974,76923,São Bernardo do Campo,SP
csess_0002343,cust_001975,87745,Interior City A,RN
csess_0002344,cust_001975,10983,Interior City A,RN
csess_0002345,cust_001976,57114,Guarulhos,SP
csess_0002346,cust_001977,61274,Nova Iguaçu,RJ
csess_0002347,cust_001978,97339,Capital,MA
csess_0002348,cust_001979,29378,Florianópolis,SC
csess_0002349,cust_001980,17548,São Paulo,SP
csess_0002350,cust_001980,49621,São Paulo,SP
csess_0002351,cust_001981,76311,Fortaleza,CE
csess_0002352,cust_001982,96901,Petrópolis,RJ
csess_0002353,cust_001983,99673,Belo Horizonte,MG
csess_0002354,cust_001984,31531,Campinas,SP
csess_0002355,cust_001984,27870,Campinas,SP
csess_0002356,cust_001985,59547,Ribeirão Preto,SP
csess_0002357,cust_001986,55738,Curitiba,PR
csess_0002358,cust_001986,77537,Curitiba,PR
csess_0002359,cust_001986,24756,Curitiba,PR
csess_0002360,cust_001987,67707,Uberlândia,MG
csess_0002361,cust_001988,50830,Campos dos Goytacazes,RJ
csess_0002362,cust_001989,20046,Ponta Grossa,PR
csess_0002363,cust_001990,33652,Olinda,PE
csess_0002364,cust_001991,65029,São Bernardo do Campo,SP
csess_0002365,cust_001992,46956,Vitória da Conquista,BA
csess_0002366,cust_001993,23886,São Bernardo do Campo,SP
csess_0002367,cust_001994,96281,Recife,PE
csess_0002368,cust_001995,41823,Caxias do Sul,RS
csess_0002369,cust_001996,48948,Interior City B,MT
csess_0002370,cust_001997,23322,Guarulhos,SP
csess_0002371,cust_001998,83330,São Bernardo do Campo,SP
csess_0002372,cust_001999,16162,Guarulhos,SP
csess_0002373,cust_002000,92293,Guarulhos,SP
csess_0002374,cust_002001,15905,São Paulo,SP
csess_0002375,cust_002002,67483,Capital,AM
csess_0002376,cust_002003,48457,São Paulo,SP
csess_0002377,cust_002004,94940,São Bernardo do Campo,SP
csess_0002378,cust_002004,25380,São Bernardo do Campo,SP
csess_0002379,cust_002005,25508,Caruaru,PE
csess_0002380,cust_002006,29676,Niterói,RJ
csess_0002381,cust_002006,98796,Niterói,RJ
csess_0002382,cust_002006,82433,Niterói,RJ
csess_0002383,cust_002007,11564,Jaboatão dos Guararapes,PE
csess_0002384,cust_002008,23870,São Paulo,SP
csess_0002385,cust_002009,24219,Betim,MG
csess_0002386,cust_002010,91977,São Bernardo do Campo,SP
csess_0002387,cust_002011,29880,Guarulhos,SP
csess_0002388,cust_002012,20379,Interior City B,AM
csess_0002389,cust_002013,64294,Guarulhos,SP
csess_0002390,cust_002013,12948,Guarulhos,SP
csess_0002391,cust_002014,45902,Betim,MG
csess_0002392,cust_002015,93507,Petrópolis,RJ
csess_0002393,cust_002016,18969,Nova Iguaçu,RJ
csess_0002394,cust_002017,72805,Interior City A,AM
csess_0002395,cust_002018,30646,Campinas,SP
csess_0002396,cust_002019,70566,Porto Alegre,RS
csess_0002397,cust_002020,65818,Interior City B,MT
csess_0002398,cust_002021,73451,Uberlândia,MG
csess_0002399,cust_002022,13678,Capital,RN
csess_0002400,cust_002023,78879,São Paulo,SP
csess_0002401,cust_002024,14014,Nova Iguaçu,RJ
csess_0002402,cust_002025,15107,Campinas,SP
csess_0002403,cust_002026,47423,Maringá,PR
csess_0002404,cust_002027,42332,Capital,MS
csess_0002405,cust_002028,44010,Campinas,SP
csess_0002406,cust_002029,98935,Porto Alegre,RS
csess_0002407,cust_002030,12661,Campinas,SP
csess_0002408,cust_002030,14798,Campinas,SP
csess_0002409,cust_002031,76076,Betim,MG
csess_0002410,cust_002032,32329,Petrópolis,RJ
csess_0002411,cust_002033,66060,Capital,DF
csess_0002412,cust_002034,35850,Feira de Santana,BA
csess_0002413,cust_002035,94705,Nova Iguaçu,RJ
csess_0002414,cust_002035,13157,Nova Iguaçu,RJ
csess_0002415,cust_002036,47485,Guarulhos,SP
csess_0002416,cust_002037,15336,Ribeirão Preto,SP
csess_0002417,cust_002038,82701,São Bernardo do Campo,SP
csess_0002418,cust_002039,52280,Campinas,SP
csess_0002419,cust_002040,62145,Blumenau,SC
csess_0002420,cust_002041,89290,Contagem,MG
csess_0002421,cust_002042,15209,Uberlândia,MG
csess_0002422,cust_002043,71402,Ribeirão Preto,SP
csess_0002423,cust_002044,90026,Capital,MA
csess_0002424,cust_002045,17645,Londrina,PR
csess_0002425,cust_002046,48508,Guarulhos,SP
csess_0002426,cust_002047,67822,Curitiba,PR
csess_0002427,cust_002048,16018,Uberlândia,MG
csess_0002428,cust_002048,60908,Uberlândia,MG
csess_0002429,cust_002048,36374,Uberlândia,MG
csess_0002430,cust_002049,15713,Ribeirão Preto,SP
csess_0002431,cust_002050,97071,Rio de Janeiro,RJ
csess_0002432,cust_002050,94498,Rio de Janeiro,RJ
csess_0002433,cust_002051,11026,Betim,MG
csess_0002434,cust_002052,80009,Guarulhos,SP
csess_0002435,cust_002053,80203,Capital,AL
csess_0002436,cust_002054,61106,Blumenau,SC
csess_0002437,cust_002055,92506,Pelotas,RS
csess_0002438,cust_002055,91477,Pelotas,RS
csess_0002439,cust_002056,43452,Nova Iguaçu,RJ
csess_0002440,cust_002056,97962,Nova Iguaçu,RJ
csess_0002441,cust_002057,13268,Campos dos Goytacazes,RJ
csess_0002442,cust_002058,90729,Caxias do Sul,RS
csess_0002443,cust_002059,10658,Belo Horizonte,MG
csess_0002444,cust_002060,44064,São Bernardo do Campo,SP
csess_0002445,cust_002060,44293,São Bernardo do Campo,SP
csess_0002446,cust_002061,53042,Juiz de Fora,MG
csess_0002447,cust_002062,17792,Caucaia,CE
csess_0002448,cust_002063,16604,Rio de Janeiro,RJ
csess_0002449,cust_002064,57821,São Bernardo do Campo,SP
csess_0002450,cust_002065,48557,Maracanaú,CE
csess_0002451,cust_002066,17420,São Bernardo do Campo,SP
csess_0002452,cust_002067,48521,Ribeirão Preto,SP
csess_0002453,cust_002067,71951,Ribeirão Preto,SP
csess_0002454,cust_002068,33018,São Paulo,SP
csess_0002455,cust_002069,73076,São Bernardo do Campo,SP
csess_0002456,cust_002070,15108,Caruaru,PE
csess_0002457,cust_002071,80783,Juiz de Fora,MG
csess_0002458,cust_002072,83937,São Bernardo do Campo,SP
csess_0002459,cust_002073,27007,Capital,GO
csess_0002460,cust_002074,19997,Interior City A,GO
csess_0002461,cust_002075,15261,Interior City A,MA
csess_0002462,cust_002076,79804,São Bernardo do Campo,SP
csess_0002463,cust_002077,81520,Nova Iguaçu,RJ
csess_0002464,cust_002078,30926,Capital,SE
csess_0002465,cust_002079,75546,Caruaru,PE
csess_0002466,cust_002080,27144,Santos,SP
csess_0002467,cust_002081,35903,Campinas,SP
csess_0002468,cust_002082,11177,Campos dos Goytacazes,RJ
csess_0002469,cust_002083,70952,Capital,AM
csess_0002470,cust_002084,19168,Belo Horizonte,MG
csess_0002471,cust_002085,12389,Belo Horizonte,MG
csess_0002472,cust_002086,16364,Guarulhos,SP
csess_0002473,cust_002087,37033,Porto Alegre,RS
csess_0002474,cust_002088,58545,Ananindeua,PA
csess_0002475,cust_002089,21865,Petrópolis,RJ
csess_0002476,cust_002090,28936,Olinda,PE
csess_0002477,cust_002091,87863,Interior City A,DF
csess_0002478,cust_002092,13741,São Paulo,SP
csess_0002479,cust_002093,99537,Belo Horizonte,MG
csess_0002480,cust_002094,13839,Ribeirão Preto,SP
csess_0002481,cust_002095,29139,Maracanaú,CE
csess_0002482,cust_002096,56905,Belo Horizonte,MG
csess_0002483,cust_002096,62749,Belo Horizonte,MG
csess_0002484,cust_002097,35036,Salvador,BA
csess_0002485,cust_002098,55272,Juazeiro do Norte,CE
csess_0002486,cust_002098,11740,Juazeiro do Norte,CE
csess_0002487,cust_002099,94044,Niterói,RJ
csess_0002488,cust_002099,68788,Niterói,RJ
csess_0002489,cust_002100,41611,Interior City B,PB
csess_0002490,cust_002101,80827,Contagem,MG
csess_0002491,cust_002102,41109,Campinas,SP
csess_0002492,cust_002103,29481,Porto Alegre,RS
csess_0002493,cust_002104,15247,Fortaleza,CE
csess_0002494,cust_002105,63621,Guarulhos,SP
csess_0002495,cust_002106,31383,Joinville,SC
csess_0002496,cust_002106,74535,Joinville,SC
csess_0002497,cust_002106,35319,Joinville,SC
csess_0002498,cust_002107,49334,Capital,AM
csess_0002499,cust_002108,33728,Ribeirão Preto,SP
csess_0002500,cust_002109,40442,Capital,MS
csess_0002501,cust_002110,96846,Ribeirão Preto,SP
csess_0002502,cust_002111,52521,Guarulhos,SP
csess_0002503,cust_002112,74777,Ribeirão Preto,SP
csess_0002504,cust_002113,96988,Interior City B,GO
csess_0002505,cust_002114,22137,Santa Maria,RS
csess_0002506,cust_002115,53636,Ribeirão Preto,SP
csess_0002507,cust_002116,24905,Niterói,RJ
csess_0002508,cust_002117,97309,Camaçari,BA
csess_0002509,cust_002118,40024,Campinas,SP
csess_0002510,cust_002119,74966,Interior City A,GO
csess_0002511,cust_002120,27702,Fortaleza,CE
csess_0002512,cust_002121,26505,Uberlândia,MG
csess_0002513,cust_002122,79790,Interior City B,DF
csess_0002514,cust_002123,71071,Niterói,RJ
csess_0002515,cust_002124,18498,Interior City A,SE
csess_0002516,cust_002125,87710,Canoas,RS
csess_0002517,cust_002126,68456,Camaçari,BA
csess_0002518,cust_002127,39733,Ribeirão Preto,SP
csess_0002519,cust_002128,77432,Interior City B,GO
csess_0002520,cust_002129,67158,Niterói,RJ
csess_0002521,cust_002130,13911,Campinas,SP
