customer_unique_id,frequency,monetary,recency_days,avg_order_value,avg_review_score,review_count,tenure_days,avg_days_between_orders,avg_installments,payment_type_diversity,late_delivery_rate,category_diversity,churned
cust_000786,3,214.55,87,71.52,5.0,3,436,218.0,1.3,1,0.333,3,0
cust_000787,3,313.86,135,104.62,3.67,3,583,291.0,1.3,1,0.333,3,1
cust_000788,7,1418.06,48,202.58,4.6,5,650,107.8,2.7,1,0.143,5,0
cust_000789,2,511.9,32,255.95,4.0,2,396,396.0,4.5,1,0.5,4,0
cust_000790,2,436.38,46,218.19,2.0,2,590,590.0,1.0,1,0.0,2,0
cust_000791,3,229.16,28,76.39,3.0,3,628,313.5,1.7,1,0.0,3,0
cust_000792,3,268.6,2,89.53,4.67,3,582,290.5,4.0,1,0.333,3,0
cust_000793,2,205.61,5,102.8,5.0,2,147,147.0,3.0,1,0.0,2,0
cust_000794,3,294.4,19,98.13,3.0,2,467,233.0,1.0,1,0.0,2,0
cust_000795,3,533.64,74,177.88,4.0,2,305,152.5,3.0,1,0.0,5,0
cust_000796,3,2625.36,39,875.12,4.5,2,374,186.5,2.3,1,0.333,4,0
cust_000797,6,666.24,63,111.04,3.8,5,661,131.8,3.0,1,0.333,4,0
cust_000798,4,533.78,22,133.44,2.5,4,682,227.0,2.8,1,0.25,4,0
cust_000799,3,443.36,51,147.79,3.67,3,145,72.0,2.0,1,0.667,5,0
cust_000800,3,316.73,24,105.58,3.67,3,308,153.5,3.3,1,0.0,4,0
cust_000801,3,755.44,82,251.81,3.67,3,467,233.5,1.7,1,0.333,5,0
cust_000802,1,104.18,434,104.18,3.0,1,0,0.0,1.0,1,1.0,1,1
cust_000803,6,1007.13,16,167.86,4.5,6,690,137.6,4.2,1,0.167,6,0
cust_000804,2,864.39,48,432.2,1.0,1,401,401.0,2.5,1,0.5,2,0
cust_000805,5,766.1,54,153.22,2.75,4,426,106.0,3.4,1,0.2,6,0
cust_000806,2,185.43,136,92.72,4.0,1,197,197.0,2.0,1,0.0,2,1
cust_000807,2,727.04,554,363.52,2.5,2,66,66.0,2.0,1,0.0,3,1
cust_000808,1,321.65,369,321.65,5.0,1,0,0.0,4.0,1,0.0,2,1
cust_000809,1,126.24,32,126.24,4.0,1,0,0.0,1.0,1,1.0,1,0
cust_000810,3,355.08,68,118.36,4.5,2,222,110.5,1.7,1,0.667,3,0
cust_000811,7,974.97,68,139.28,4.0,7,600,99.5,2.0,1,0.571,4,0
cust_000812,1,53.63,70,53.63,4.0,1,0,0.0,1.0,1,0.0,1,0
cust_000813,4,795.05,26,198.76,3.67,3,541,179.7,2.0,1,0.5,5,0
cust_000814,9,1029.89,63,114.43,4.75,8,665,82.5,2.3,1,0.222,7,0
cust_000815,4,237.29,73,59.32,4.75,4,557,185.3,1.2,1,0.25,4,0
cust_000816,2,243.79,252,121.9,2.5,2,337,337.0,2.5,1,0.5,3,1
cust_000817,6,538.77,2,89.8,4.83,6,601,120.0,2.3,1,0.167,7,0
cust_000818,8,1153.62,3,144.2,4.0,7,464,66.0,2.4,1,0.25,5,0
cust_000819,3,1015.02,82,338.34,4.0,3,460,230.0,1.3,1,0.0,4,0
cust_000820,4,973.8,23,243.45,4.0,3,447,149.0,1.0,1,0.25,5,0
cust_000821,3,399.23,34,133.08,3.0,2,608,304.0,3.7,1,0.667,2,0
cust_000822,2,335.54,391,167.77,4.0,1,172,172.0,3.0,1,0.0,2,1
cust_000823,6,1220.61,40,203.43,5.0,6,680,135.6,3.5,1,0.333,7,0
cust_000824,2,494.34,462,247.17,3.0,2,123,123.0,2.0,1,0.5,4,1
cust_000826,2,669.13,20,334.56,4.0,2,629,629.0,1.0,1,0.5,4,0
cust_000827,9,1099.5,17,122.17,4.25,8,702,87.2,3.1,1,0.222,10,0
cust_000828,2,313.13,81,156.56,3.0,2,587,587.0,3.5,1,0.5,3,0
cust_000829,5,532.01,26,106.4,2.75,4,276,68.8,4.2,1,0.2,4,0
cust_000830,2,258.53,20,129.26,3.0,2,621,621.0,1.0,1,0.5,2,0
cust_000831,2,150.22,616,75.11,4.5,2,9,9.0,5.5,1,0.5,2,1
cust_000832,2,437.61,43,218.8,2.5,2,478,478.0,3.5,1,0.0,4,0
cust_000833,4,890.45,59,222.61,4.67,3,589,196.0,5.8,1,0.25,5,0
cust_000834,2,419.85,25,209.92,5.0,2,362,362.0,3.0,1,0.0,3,0
cust_000835,3,375.34,11,125.11,4.67,3,345,172.0,1.7,1,0.0,3,0
cust_000836,2,331.15,494,165.58,5.0,2,6,6.0,1.0,1,0.5,3,1
cust_000837,3,719.47,35,239.82,3.0,3,394,196.5,1.3,1,0.333,4,0
cust_000838,7,1263.16,12,180.45,3.33,6,564,93.7,2.7,1,0.0,8,0
cust_000839,4,505.08,9,126.27,4.5,2,658,219.0,1.0,1,0.5,5,0
cust_000840,5,585.04,45,117.01,5.0,5,484,120.8,1.0,1,0.2,7,0
cust_000841,3,311.79,89,103.93,5.0,2,495,247.5,4.7,1,0.0,3,0
cust_000842,4,395.87,31,98.97,4.5,4,537,178.7,2.5,1,0.25,5,0
cust_000843,6,1395.05,59,232.51,4.33,6,621,123.8,2.2,1,0.167,5,0
cust_000844,2,199.21,163,99.6,5.0,2,18,18.0,2.0,1,0.0,2,1
cust_000845,3,613.1,7,204.37,4.33,3,477,238.0,1.0,1,0.667,4,0
cust_000846,3,160.17,246,53.39,4.67,3,479,239.5,3.0,1,0.333,3,1
cust_000847,4,563.77,165,140.94,4.5,4,390,130.0,1.2,1,0.0,4,1
cust_000848,4,879.76,79,219.94,4.33,3,567,188.7,2.8,1,0.5,4,0
cust_000849,2,253.04,66,126.52,3.5,2,180,180.0,1.0,1,0.0,3,0
cust_000850,3,1196.94,38,398.98,5.0,3,637,318.5,3.7,1,1.0,3,0
cust_000851,3,622.77,27,207.59,4.0,3,682,341.0,3.0,1,0.0,3,0
cust_000852,2,137.2,60,68.6,3.0,2,547,547.0,1.0,1,0.0,2,0
cust_000853,3,674.88,43,224.96,3.67,3,470,234.5,4.7,1,0.333,5,0
cust_000854,2,271.83,88,135.92,5.0,2,376,376.0,1.0,1,0.5,2,0
cust_000855,1,100.13,4,100.13,4.0,1,0,0.0,1.0,1,1.0,1,0
cust_000856,4,715.45,4,178.86,3.75,4,409,136.3,2.0,1,0.25,4,0
cust_000857,5,570.65,5,114.13,4.4,5,599,149.0,3.8,1,0.0,6,0
cust_000858,1,232.25,413,232.25,5.0,1,0,0.0,10.0,1,0.0,2,1
cust_000859,3,479.23,25,159.74,3.0,1,351,175.5,6.3,1,0.0,3,0
cust_000860,3,411.13,32,137.04,4.0,2,330,164.5,4.3,1,0.333,2,0
cust_000861,6,808.2,97,134.7,3.6,5,283,56.2,3.3,1,0.333,7,1
cust_000862,1,114.6,580,114.6,4.0,1,0,0.0,1.0,1,0.0,1,1
cust_000863,3,478.6,54,159.53,4.33,3,426,212.5,3.7,1,0.0,4,0
cust_000864,1,51.68,304,51.68,3.0,1,0,0.0,10.0,1,1.0,1,1
cust_000865,3,545.68,11,181.89,4.5,2,248,123.5,6.3,1,0.0,6,0
cust_000866,2,207.88,13,103.94,4.0,2,98,98.0,3.0,1,0.0,2,0
cust_000867,4,605.91,23,151.48,4.25,4,543,180.7,5.2,1,0.0,7,0
cust_000868,2,143.08,35,71.54,3.0,2,35,35.0,2.5,1,0.0,2,0
cust_000869,1,199.46,22,199.46,5.0,1,0,0.0,3.0,1,0.0,1,0
cust_000870,5,857.13,38,171.43,3.0,5,680,169.5,4.8,1,0.0,5,0
cust_000871,6,639.46,65,106.58,4.5,6,592,118.0,2.3,1,0.333,8,0
cust_000872,9,811.02,84,90.11,4.25,8,573,71.1,4.6,1,0.222,6,0
cust_000873,5,1733.53,23,346.71,4.2,5,565,140.8,3.2,1,0.2,6,0
cust_000874,2,126.0,24,63.0,4.5,2,237,237.0,4.0,1,1.0,2,0
cust_000875,5,917.02,27,183.4,3.5,4,605,151.0,4.2,1,0.6,8,0
cust_000876,2,739.02,367,369.51,5.0,2,108,108.0,3.5,1,0.5,2,1
cust_000877,4,506.28,137,126.57,4.0,4,334,111.0,2.8,1,0.25,4,1
cust_000878,1,75.75,597,75.75,5.0,1,0,0.0,4.0,1,1.0,1,1
cust_000879,4,450.4,74,112.6,3.0,4,557,185.7,2.0,1,0.25,3,0
cust_000880,4,424.85,254,106.21,4.75,4,298,99.0,2.0,1,0.0,5,1
cust_000881,3,790.53,12,263.51,5.0,3,561,280.5,1.3,1,0.333,4,0
cust_000882,5,490.44,20,98.09,4.67,3,424,105.5,2.0,1,0.4,4,0
cust_000883,1,56.58,252,56.58,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_000884,3,629.86,4,209.95,4.33,3,496,247.5,1.0,1,0.0,4,0
cust_000885,1,165.11,559,165.11,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_000886,4,327.37,34,81.84,4.75,4,677,225.3,2.5,1,0.25,5,0
cust_000887,2,151.23,165,75.61,5.0,2,473,473.0,1.5,1,0.5,2,1
cust_000888,1,119.78,1,119.78,5.0,1,0,0.0,1.0,1,0.0,1,0
cust_000889,6,1340.03,25,223.34,4.25,4,567,113.0,4.7,1,0.167,9,0
cust_000890,3,370.9,9,123.63,5.0,2,550,275.0,5.0,1,0.667,3,0
cust_000891,2,361.68,20,180.84,4.5,2,273,273.0,7.0,1,0.5,4,0
cust_000893,2,214.63,73,107.32,3.0,1,645,645.0,6.5,1,0.5,2,0
cust_000894,2,315.28,107,157.64,4.5,2,247,247.0,2.0,1,0.0,2,1
cust_000895,2,301.74,278,150.87,3.0,2,120,120.0,7.0,1,0.0,3,1
cust_000896,3,635.83,45,211.94,3.33,3,324,162.0,5.0,1,0.0,3,0
cust_000897,3,357.87,26,119.29,3.33,3,376,187.5,3.0,1,0.333,3,0
cust_000898,2,228.27,150,114.14,4.5,2,265,265.0,1.5,1,0.0,2,1
cust_000899,2,219.43,229,109.72,4.5,2,49,49.0,5.0,1,0.0,3,1
cust_000900,3,216.06,87,72.02,4.0,3,379,189.5,2.0,1,0.333,3,0
cust_000901,1,86.52,231,86.52,1.0,1,0,0.0,1.0,1,1.0,1,1
cust_000902,3,264.37,177,88.12,4.67,3,299,149.5,1.0,1,0.333,3,1
cust_000903,2,197.32,2,98.66,3.5,2,661,661.0,4.5,1,0.0,2,0
cust_000904,2,206.31,35,103.16,5.0,2,462,462.0,3.0,1,0.5,2,0
cust_000905,1,78.34,78,78.34,5.0,1,0,0.0,2.0,1,0.0,1,0
cust_000906,3,773.81,20,257.94,5.0,3,657,328.0,2.7,1,0.667,6,0
cust_000907,5,655.81,44,131.16,4.6,5,658,164.0,2.6,1,0.0,5,0
cust_000908,4,767.74,46,191.94,4.67,3,673,224.0,3.2,1,0.0,5,0
cust_000909,3,369.64,280,123.21,5.0,3,401,200.0,2.7,1,0.0,4,1
cust_000910,4,319.63,17,79.91,5.0,3,421,139.7,3.2,1,0.25,4,0
cust_000911,2,184.33,468,92.16,5.0,2,8,8.0,1.0,1,0.5,3,1
cust_000912,2,271.46,57,135.73,3.5,2,159,159.0,7.0,1,0.5,3,0
cust_000913,1,73.21,667,73.21,5.0,1,0,0.0,3.0,1,1.0,1,1
cust_000914,3,342.36,85,114.12,3.0,2,429,214.5,1.7,1,0.667,3,0
cust_000915,6,778.43,79,129.74,4.2,5,600,119.4,2.2,1,0.167,7,0
cust_000916,3,438.31,27,146.1,3.0,3,586,293.0,3.3,1,0.0,4,0
cust_000917,2,153.8,416,76.9,3.0,2,95,95.0,4.5,1,0.0,2,1
cust_000918,3,286.71,37,95.57,4.67,3,658,329.0,3.7,1,0.0,3,0
cust_000919,4,1346.93,15,336.73,4.5,4,672,224.0,4.2,1,0.25,6,0
cust_000920,2,127.14,522,63.57,3.0,2,55,55.0,1.0,1,0.0,2,1
cust_000921,3,328.86,185,109.62,3.67,3,431,215.5,1.7,1,0.0,4,1
cust_000922,5,642.61,42,128.52,4.5,4,463,115.2,2.2,1,0.2,4,0
cust_000923,4,1044.23,28,261.06,3.67,3,483,160.7,4.2,1,0.0,7,0
cust_000924,2,217.45,542,108.72,5.0,2,21,21.0,2.0,1,0.0,2,1
cust_000925,2,271.46,33,135.73,5.0,1,151,151.0,2.0,1,0.0,3,0
cust_000927,3,392.59,5,130.86,4.67,3,563,281.5,6.3,1,0.0,3,0
cust_000928,4,641.93,19,160.48,3.33,3,522,173.7,6.2,1,0.0,5,0
cust_000929,3,1278.32,591,426.11,3.67,3,99,49.5,7.7,1,0.333,5,1
cust_000930,1,80.0,460,80.0,3.0,1,0,0.0,1.0,1,0.0,1,1
cust_000931,1,86.56,47,86.56,5.0,1,0,0.0,5.0,1,0.0,1,0
cust_000932,3,377.32,18,125.77,3.67,3,678,338.5,2.3,1,0.333,3,0
cust_000933,3,404.26,44,134.75,2.67,3,599,299.0,1.3,1,0.0,4,0
cust_000934,7,1231.02,33,175.86,4.4,5,563,93.3,4.3,1,0.286,9,0
cust_000935,4,360.53,0,90.13,4.25,4,726,241.3,2.5,1,0.0,4,0
cust_000936,2,223.89,71,111.94,3.0,2,71,71.0,2.5,1,0.5,1,0
cust_000937,1,134.85,572,134.85,3.0,1,0,0.0,4.0,1,0.0,1,1
cust_000938,3,162.54,42,54.18,3.0,3,562,281.0,1.0,1,0.333,3,0
cust_000939,2,325.0,295,162.5,4.0,2,158,158.0,4.5,1,0.0,2,1
cust_000940,1,196.07,6,196.07,1.0,1,0,0.0,1.0,1,0.0,2,0
cust_000941,3,413.82,85,137.94,4.33,3,186,93.0,1.3,1,0.333,3,0
cust_000942,1,539.17,51,539.17,5.0,1,0,0.0,2.0,1,0.0,2,0
cust_000943,3,726.36,36,242.12,3.67,3,474,236.5,2.7,1,0.667,5,0
cust_000944,4,451.04,12,112.76,5.0,4,659,219.7,4.0,1,0.25,3,0
cust_000945,4,1763.39,22,440.85,4.0,3,318,105.7,4.2,1,0.25,4,0
cust_000946,3,1041.85,80,347.28,5.0,3,438,219.0,2.3,1,0.333,3,0
cust_000947,4,623.17,73,155.79,3.67,3,501,166.7,2.5,1,0.25,2,0
cust_000948,5,556.69,61,111.34,4.4,5,513,128.0,2.6,1,0.4,5,0
cust_000950,2,113.97,43,56.98,5.0,1,630,630.0,4.0,1,0.0,2,0
cust_000951,2,365.19,31,182.6,4.0,2,694,694.0,6.0,1,0.0,4,0
cust_000952,1,155.54,419,155.54,5.0,1,0,0.0,8.0,1,0.0,1,1
cust_000953,2,171.64,87,85.82,5.0,2,622,622.0,2.0,1,0.0,2,0
cust_000954,6,1419.57,42,236.6,3.17,6,467,93.0,2.5,1,0.167,8,0
cust_000955,3,318.24,82,106.08,3.67,3,475,237.5,1.0,1,0.333,4,0
cust_000956,2,154.69,32,77.34,4.0,2,389,389.0,1.0,1,1.0,2,0
cust_000957,3,419.32,64,139.77,4.0,3,519,259.0,4.0,1,0.333,2,0
cust_000958,5,549.0,27,109.8,2.33,3,599,149.5,4.8,1,0.2,4,0
cust_000959,3,259.25,267,86.42,4.0,3,185,92.0,1.0,1,0.333,3,1
cust_000960,3,405.93,290,135.31,4.0,3,204,102.0,4.7,1,0.333,3,1
cust_000961,2,317.67,448,158.84,4.5,2,18,18.0,1.5,1,0.0,2,1
cust_000962,1,28.87,515,28.87,5.0,1,0,0.0,1.0,1,1.0,1,1
cust_000963,2,512.5,304,256.25,4.5,2,233,233.0,1.0,1,0.0,5,1
cust_000964,3,296.31,64,98.77,3.33,3,478,238.5,4.0,1,0.667,3,0
cust_000965,5,558.57,3,111.71,4.2,5,692,172.8,2.8,1,0.0,5,0
cust_000966,4,773.28,45,193.32,4.33,3,685,227.7,1.2,1,0.25,5,0
cust_000967,2,277.47,175,138.74,2.5,2,347,347.0,2.0,1,0.5,2,1
cust_000968,3,215.73,38,71.91,3.5,2,444,221.5,1.3,1,0.667,3,0
cust_000969,1,85.51,567,85.51,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_000970,1,84.45,289,84.45,5.0,1,0,0.0,3.0,1,1.0,1,1
cust_000971,5,823.7,63,164.74,4.0,5,667,166.2,2.6,1,0.4,3,0
cust_000972,2,144.48,27,72.24,4.5,2,641,641.0,4.5,1,0.0,2,0
cust_000973,4,446.19,85,111.55,3.5,2,593,197.3,3.2,1,0.0,5,0
cust_000974,3,155.78,26,51.93,2.5,2,545,272.5,3.0,1,0.333,3,0
cust_000975,2,279.3,16,139.65,5.0,2,142,142.0,2.5,1,0.5,2,0
cust_000976,3,258.28,44,86.09,2.5,2,604,302.0,5.0,1,0.333,3,0
cust_000977,2,144.89,41,72.44,3.5,2,381,381.0,6.0,1,0.0,1,0
cust_000978,3,307.19,163,102.4,3.67,3,238,119.0,1.0,1,0.333,3,1
cust_000979,5,1019.19,69,203.84,3.75,4,527,131.5,2.0,1,0.0,6,0
cust_000980,9,1273.36,20,141.48,4.14,7,683,85.0,2.7,1,0.111,8,0
cust_000981,1,115.9,583,115.9,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_000982,1,110.89,675,110.89,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_000983,3,318.7,66,106.23,4.67,3,392,195.5,5.0,1,0.333,3,0
cust_000984,6,1168.05,10,194.68,3.67,6,581,116.0,3.2,1,0.167,5,0
cust_000985,6,588.33,30,98.06,4.5,6,428,85.2,3.7,1,0.0,6,0
cust_000986,2,142.85,116,71.42,5.0,2,151,151.0,5.5,1,0.0,2,1
cust_000987,5,487.68,0,97.54,4.6,5,686,171.0,4.2,1,0.6,6,0
cust_000988,5,2369.65,102,473.93,2.75,4,542,135.0,4.2,1,0.0,5,1
cust_000989,1,544.97,158,544.97,5.0,1,0,0.0,1.0,1,0.0,3,1
cust_000990,2,353.87,43,176.94,4.5,2,626,626.0,6.5,1,0.0,3,0
cust_000991,2,1314.19,60,657.1,3.5,2,508,508.0,2.5,1,0.0,2,0
cust_000992,2,164.14,82,82.07,5.0,2,89,89.0,1.5,1,0.0,2,0
cust_000993,2,149.61,35,74.81,4.5,2,484,484.0,2.5,1,0.0,2,0
cust_000994,1,180.3,7,180.3,5.0,1,0,0.0,10.0,1,0.0,1,0
cust_000995,4,618.84,23,154.71,4.25,4,673,224.0,3.5,1,0.25,5,0
cust_000996,6,1463.4,70,243.9,3.4,5,564,112.4,2.3,1,0.5,7,0
cust_000997,3,325.94,37,108.65,3.5,2,659,329.0,2.7,1,0.333,4,0
cust_000998,2,157.59,333,78.8,2.5,2,66,66.0,3.0,1,0.5,2,1
cust_000999,2,434.74,3,217.37,4.5,2,121,121.0,4.5,1,0.0,4,0
cust_001000,2,280.27,66,140.14,4.5,2,253,253.0,2.0,1,0.0,2,0
cust_001001,2,307.91,79,153.96,0.0,0,367,367.0,1.5,1,1.0,2,0
cust_001002,1,47.06,325,47.06,5.0,1,0,0.0,2.0,1,1.0,1,1
cust_001003,4,757.85,16,189.46,2.75,4,289,96.0,2.5,1,0.5,3,0
cust_001004,2,194.51,74,97.26,4.0,2,367,367.0,1.5,1,0.0,2,0
cust_001005,6,850.92,54,141.82,4.83,6,591,117.8,1.7,1,0.5,6,0
cust_001006,1,185.27,477,185.27,0.0,0,0,0.0,6.0,1,0.0,2,1
cust_001007,1,60.57,441,60.57,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_001008,4,384.1,30,96.02,3.67,3,614,204.3,4.0,1,0.25,5,0
cust_001009,3,295.49,59,98.5,4.33,3,404,201.5,3.3,1,0.333,4,0
cust_001010,4,1006.4,18,251.6,3.5,4,675,225.0,4.0,1,0.5,5,0
cust_001011,3,608.72,453,202.91,3.0,2,215,107.0,4.7,1,0.0,6,1
cust_001012,10,1425.76,88,142.58,3.78,9,627,69.2,2.3,1,0.4,7,0
cust_001013,1,166.4,23,166.4,4.0,1,0,0.0,1.0,1,0.0,1,0
cust_001014,2,554.87,514,277.44,1.0,2,33,33.0,5.0,1,0.5,4,1
cust_001015,4,605.76,36,151.44,4.33,3,321,106.7,6.8,1,0.5,5,0
cust_001016,3,843.68,212,281.23,2.67,3,268,134.0,5.0,1,0.667,5,1
cust_001017,3,368.78,297,122.93,5.0,2,373,186.5,1.0,1,0.0,3,1
cust_001018,4,522.5,7,130.62,4.25,4,579,193.0,2.5,1,0.5,5,0
cust_001019,3,613.93,30,204.64,2.33,3,458,228.5,2.3,1,0.0,3,0
cust_001020,1,99.7,583,99.7,5.0,1,0,0.0,3.0,1,0.0,1,1
cust_001022,3,348.2,51,116.07,2.0,1,452,226.0,5.0,1,0.0,3,0
cust_001023,2,405.14,67,202.57,3.0,2,326,326.0,5.0,1,0.0,3,0
cust_001024,1,124.24,610,124.24,4.0,1,0,0.0,5.0,1,0.0,1,1
cust_001025,3,377.85,1,125.95,4.67,3,593,296.0,1.7,1,0.333,3,0
cust_001026,2,343.83,48,171.92,3.0,2,338,338.0,4.5,1,0.0,2,0
cust_001028,1,217.94,236,217.94,5.0,1,0,0.0,3.0,1,0.0,1,1
cust_001029,4,535.99,60,134.0,4.33,3,651,216.7,2.5,1,0.0,5,0
cust_001030,4,1021.81,23,255.45,3.75,4,363,120.7,1.8,1,0.0,7,0
cust_001031,3,270.45,26,90.15,5.0,2,650,324.5,1.7,1,0.0,3,0
cust_001032,6,830.73,79,138.46,4.17,6,491,97.8,2.8,1,0.333,5,0
cust_001033,2,356.67,490,178.34,5.0,2,130,130.0,11.0,1,0.0,2,1
cust_001034,3,509.86,40,169.95,4.5,2,478,238.5,2.3,1,0.667,4,0
cust_001035,1,256.82,272,256.82,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_001036,4,845.9,64,211.48,4.75,4,589,196.0,4.8,1,0.25,4,0
cust_001037,3,407.7,5,135.9,4.0,3,627,313.5,1.3,1,0.333,4,0
cust_001038,7,847.22,78,121.03,4.2,5,549,91.0,5.6,1,0.0,5,0
cust_001039,4,296.91,33,74.23,5.0,4,684,227.7,1.5,1,0.25,4,0
cust_001040,1,218.57,543,218.57,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_001041,1,238.53,121,238.53,5.0,1,0,0.0,2.0,1,1.0,2,1
cust_001042,4,531.05,74,132.76,4.67,3,526,175.3,4.0,1,0.5,4,0
cust_001043,2,162.55,443,81.28,3.0,2,77,77.0,1.0,1,0.5,1,1
cust_001044,4,617.7,28,154.43,3.0,2,496,165.3,1.8,1,0.25,5,0
cust_001045,6,995.43,141,165.9,3.67,6,587,117.0,3.7,1,0.5,5,1
cust_001046,2,160.28,88,80.14,4.0,1,353,353.0,1.0,1,1.0,2,0
cust_001047,3,441.97,142,147.32,5.0,3,460,230.0,1.7,1,0.667,3,1
cust_001048,4,354.71,61,88.68,4.33,3,311,103.3,1.5,1,0.0,4,0
cust_001049,1,180.51,60,180.51,4.0,1,0,0.0,1.0,1,1.0,1,0
cust_001050,4,408.59,68,102.15,4.25,4,322,106.7,1.0,1,0.0,4,0
cust_001051,3,290.1,2,96.7,5.0,2,531,265.0,1.0,1,0.667,3,0
cust_001052,4,618.93,75,154.73,4.5,2,274,91.0,1.5,1,0.25,5,0
cust_001053,2,815.79,40,407.9,4.0,2,88,88.0,2.5,1,0.0,2,0
cust_001054,2,505.66,7,252.83,3.5,2,301,301.0,1.0,1,0.0,2,0
cust_001055,3,346.62,209,115.54,5.0,3,52,26.0,4.3,1,0.0,3,1
cust_001056,3,404.98,9,134.99,2.5,2,583,291.0,1.7,1,0.0,4,0
cust_001057,2,185.71,5,92.86,5.0,1,568,568.0,2.5,1,0.0,2,0
cust_001058,2,256.84,18,128.42,3.0,2,498,498.0,1.0,1,0.0,2,0
cust_001059,1,145.07,707,145.07,5.0,1,0,0.0,1.0,1,0.0,1,1
cust_001060,2,143.76,562,71.88,3.5,2,132,132.0,4.0,1,0.0,2,1
cust_001061,3,548.57,83,182.86,3.0,3,630,315.0,1.7,1,0.0,3,0
cust_001062,3,507.29,50,169.1,3.67,3,544,271.5,4.7,1,0.0,3,0
cust_001063,5,461.8,14,92.36,4.2,5,515,128.2,2.6,1,0.2,4,0
cust_001064,2,351.6,598,175.8,4.5,2,55,55.0,2.0,1,0.5,2,1
cust_001065,2,144.32,216,72.16,5.0,1,354,354.0,4.0,1,0.5,2,1
cust_001066,3,631.55,31,210.52,4.67,3,416,208.0,1.3,1,0.333,5,0
cust_001067,3,239.89,16,79.96,3.67,3,294,147.0,5.7,1,0.0,2,0
cust_001068,2,231.49,371,115.74,0.0,0,87,87.0,2.0,1,0.0,3,1
cust_001069,2,191.98,36,95.99,4.5,2,450,450.0,4.5,1,0.5,2,0
cust_001070,3,338.54,39,112.85,2.67,3,228,114.0,2.0,1,0.333,4,0
cust_001071,3,127.58,1,42.53,2.0,3,215,107.0,3.0,1,0.333,3,0
cust_001072,4,558.85,31,139.71,3.75,4,679,226.3,2.8,1,0.25,4,0
cust_001073,3,408.53,84,136.18,3.67,3,637,318.5,3.3,1,0.667,4,0
cust_001074,1,272.87,402,272.87,0.0,0,0,0.0,1.0,1,0.0,1,1
cust_001075,2,330.8,155,165.4,1.0,1,452,452.0,1.5,1,0.0,5,1
cust_001076,4,1094.94,24,273.74,5.0,4,593,197.0,4.0,1,0.25,8,0
cust_001077,3,334.97,36,111.66,2.67,3,595,297.0,2.0,1,0.0,3,0
cust_001078,4,690.43,35,172.61,4.5,4,611,203.3,3.2,1,0.0,5,0
cust_001079,7,1599.71,57,228.53,3.0,5,672,111.5,1.9,1,0.429,8,0
cust_001080,5,726.55,55,145.31,4.6,5,527,131.5,2.0,1,0.4,4,0
cust_001081,1,526.6,215,526.6,5.0,1,0,0.0,1.0,1,0.0,3,1
cust_001082,4,342.35,125,85.59,3.25,4,199,66.0,1.8,1,0.0,3,1
cust_001083,5,1057.04,39,211.41,3.75,4,551,137.5,1.8,1,0.0,7,0
cust_001084,2,126.37,280,63.18,5.0,2,348,348.0,1.5,1,0.0,2,1
cust_001085,2,285.3,64,142.65,3.0,2,432,432.0,3.0,1,0.0,1,0
cust_001086,4,1243.23,46,310.81,4.0,4,528,175.7,2.5,1,0.0,5,0
cust_001087,2,278.11,191,139.06,4.5,2,177,177.0,3.0,1,0.5,3,1
cust_001088,2,104.27,189,52.14,4.0,2,144,144.0,4.0,1,0.0,2,1
cust_001089,3,419.01,51,139.67,5.0,1,491,245.0,7.0,1,0.333,4,0
cust_001090,3,246.19,118,82.06,2.5,2,432,216.0,8.3,1,0.333,3,1
cust_001091,2,134.24,78,67.12,4.0,2,520,520.0,3.5,1,0.0,2,0
cust_001092,2,228.31,68,114.16,1.0,1,317,317.0,2.5,1,0.0,3,0
cust_001093,4,834.87,58,208.72,3.0,3,578,192.3,1.5,1,0.25,6,0
cust_001094,5,776.93,41,155.39,4.6,5,584,145.8,4.0,1,0.2,5,0
cust_001095,5,467.64,229,93.53,5.0,5,430,107.2,4.0,1,0.4,4,1
cust_001096,1,250.81,220,250.81,3.0,1,0,0.0,8.0,1,1.0,1,1
cust_001097,3,231.34,87,77.11,4.0,2,326,162.5,3.0,1,0.0,3,0
cust_001098,3,367.42,34,122.47,4.5,2,635,317.5,4.7,1,0.0,4,0
cust_001099,3,197.39,27,65.8,3.0,2,675,337.5,1.7,1,0.333,3,0
cust_001100,4,626.79,51,156.7,3.25,4,577,192.0,2.0,1,0.25,5,0
cust_001101,5,516.93,9,103.39,4.0,4,373,92.8,5.6,1,0.0,6,0
cust_001102,2,132.93,472,66.46,3.5,2,157,157.0,1.0,1,0.0,2,1
cust_001103,7,869.36,39,124.19,3.14,7,502,83.3,2.7,1,0.0,6,0
cust_001104,3,421.53,76,140.51,3.5,2,344,172.0,3.0,1,0.333,2,0
cust_001105,3,443.8,63,147.93,4.67,3,267,133.0,1.0,1,0.0,4,0
cust_001106,3,523.15,16,174.38,2.33,3,474,237.0,1.0,1,0.0,5,0
